sample_id,national_id,English_Name,Chinese_Name,Personal_Name,Specialty,Positivity,Culture,Location,Ambiance,Pun_Creative,Romanized
831,22701,Acc Chinese Fast Food,中国小吃,0,0,0,0,1,0,0,0
3805,5556,New No 1,第一,0,0,1,0,0,0,0,0
3481,10555,New Main Moons,明月,0,0,0,0,0,0,0,0
3854,24266,E @ Cup,一张嘴,0,0,0,0,0,0,1,0
1594,28709,Mandarin House,富贵楼,0,0,0,0,1,1,0,0
1341,306,Pearl East,东海楼,0,0,1,0,1,0,0,0
941,16699,Cody Hong Kong Chinese Restaurant,香港,1,0,0,0,1,0,0,0
3622,28470,Gourmet House,"
美味城",0,0,1,0,0,1,0,0
816,13293,Ming Moon Chinese Restaurant,来来,0,0,0,0,1,0,0,0
1882,6666,Hung Tao,鸿涛,0,0,0,0,0,0,0,1
472,5449,Full Kee,富记,0,0,0,0,0,0,0,1
2017,12019,Simply Noodles,面,0,1,0,0,0,0,0,0
1153,11394,Good Chinese,谷,0,0,1,0,1,0,0,0
2621,10872,Red Tiger Dumpling House,"红虎饺子坊
",0,1,0,0,0,1,0,0
1171,9579,Green Tea Chinese,绿茶,0,0,0,1,1,0,0,0
278,19171,Royal Inn Oriental Cuisine,帝苑,0,0,1,0,1,1,0,0
3140,29338,Asian Grille Buffet,亚洲,0,1,0,0,1,0,0,0
497,24819,Joy Kitchen,翠香,0,0,1,0,0,1,0,0
620,18297,China Palace Restaurant,"汉宫酒家
",0,0,0,0,1,1,0,0
491,23477,Imperial Palace Restaurant,皇帝,0,0,1,0,0,1,0,0
1176,13991,Beijing Kitchen,北京厨房,0,0,0,0,1,1,0,0
3980,5365,Xiao Fei's Buffet,晓菲,1,1,0,0,0,0,0,0
1298,28332,New China Tea Garden Chop Suey,新茶园,0,1,0,1,1,1,0,0
1945,3619,Peking Court,北京阁,0,0,0,0,1,1,0,0
3820,5276,Ming Cheng,明城,0,0,0,0,0,0,0,1
1148,16570,Chin's Cafe,陈氏餐馆,0,0,0,0,0,0,0,0
1442,30845,New Asian Express,美味中国,0,0,0,0,1,0,0,0
2787,30964,Red Sun,红日,0,0,1,0,0,0,0,0
86,9921,China Pavillion,厨王,0,0,0,0,1,1,0,0
1123,19229,Woks it 2 U,爱福奉和,0,1,0,0,0,0,1,0
1099,30806,China Moon Restaurant,明月,0,0,0,0,1,0,0,0
1534,701,China City,正茂,0,0,0,0,1,1,0,0
609,7380,China Wok II,华园,0,1,0,0,1,0,0,0
3841,30849,Wonderful House,满福,0,0,1,0,0,1,0,0
1861,22631,Tofu King,臭豆腐大王,0,1,1,0,0,0,0,0
1585,33261,Mr. Hui's,东辉阁,1,0,0,0,0,0,0,0
2494,23835,Customize MaLaTang,夹捡成厨,0,1,0,0,0,0,0,0
458,13383,Great Taste Chinese Restaurant,珍馐阁,0,0,1,0,1,0,0,0
254,18322,King Mao,毛家村,1,0,1,0,0,0,0,0
4017,16011,Kawaii Sushi and Asian Cuisine - Peoria,美食家,0,1,0,0,1,0,0,0
3416,21924,Hong Kong Snack House,香港小食,0,1,0,0,1,1,0,0
2347,7138,China Moon,明月,0,0,0,0,1,0,0,0
2036,13506,Lieu's Chinese Bistro,泰华楼,1,0,0,0,1,1,0,0
2198,24543,Peking Tavern,北京楼,0,0,0,0,1,1,0,0
1893,18026,Grand Wall Chinese Restaurant,大城,0,0,0,1,1,0,0,0
109,559,China Taste,昌旺,0,0,0,0,1,0,0,0
735,26341,Hong Kong Garden Restaurant,香港园酒家,0,0,0,0,1,0,0,0
3275,20173,Lucky Bento V.I.P. Cuisine,小沈阳,0,1,1,0,0,0,0,0
453,30854,Shang Hai,上海,0,0,0,0,1,0,0,0
918,17833,Golden China Restaurant,金龙,0,0,1,0,1,0,0,0
1319,22191,Peking Palace Restaurant,北京楼,0,0,0,0,1,1,0,0
2130,24685,New China,新中国,0,0,0,0,1,0,0,0
141,26386,Uncle Yu's at the Vineyard,玉,1,0,0,0,0,1,0,0
3051,17464,Moon Star,月星,0,0,1,0,0,0,0,0
1376,16104,Peking | Chinese Restaurant,北京,0,0,0,0,1,0,0,0
3743,20250,Hometown Chinese Restaurant,君临,0,0,0,0,1,1,0,0
2364,13198,King's Wok Chinese Restaurant,东宫,0,1,1,0,1,0,0,0
2897,1238,China Star,华星,0,0,1,0,1,0,0,0
1323,30795,Golden Bowl Restaurant,金宝,0,0,1,0,0,0,0,0
2566,10298,Taste of China,美味宫,0,0,0,0,1,0,0,0
1764,19843,Chen Chen Chinese Buffet,陈陈,1,0,0,0,1,0,0,0
2913,2050,Wok N Roll,成功,0,1,0,0,0,0,1,0
93,16458,Treasure Pot,聚宝居,0,1,1,0,0,0,0,0
989,10059,Dim Sum Palace,金满庭粤菜馆,0,1,0,0,0,1,0,0
933,30471,China City,旺佳园,0,0,0,0,1,1,0,0
3420,22547,Taste of Village Chinese Restaurant,美味村,0,0,0,0,1,0,0,0
3938,5450,Golden China Chinese Restaurant,金羊,0,0,1,0,1,0,0,0
1244,22947,Ping Pong Chinese Cuisine,喜宴,0,0,0,1,1,0,0,0
590,19341,New China Buffet,新中华,0,1,0,0,1,0,0,0
42,22978,Momo Bistro,总舖师正宗台菜,0,1,0,0,0,1,0,0
2244,896,Empire Szechuan,"帝国
",0,0,1,0,1,0,0,0
511,30844,Jade Palace Restaurant,翡翠轩,0,0,1,0,0,1,0,0
2749,9341,Ah Law Kitchen,罗,1,0,0,0,0,1,0,1
3673,13077,Golden Dragon Restaurant,金龙,0,0,1,1,0,0,0,0
2862,23596,Noodology - Irvine,一碗粉,0,0,0,0,1,0,0,0
589,22067,Peking Restaurant,北京,0,0,0,0,1,0,0,0
1685,29299,China Palace Restaurant,新华,0,0,0,0,1,1,0,0
1752,5451,Jackey Cafe,"
成龙海鲜菜馆",1,0,0,0,0,1,0,0
1483,18106,Chinese American Restaurant,中美酒楼,0,0,0,0,1,0,0,0
1077,3398,Far East,远东,0,0,0,0,1,0,0,0
3213,4147,Garden Sea,海园,0,0,0,0,0,1,0,0
1699,2620,Chinese Kitchen,华厨,0,0,0,0,1,1,0,0
3627,5443,Wok and Roll,珍味楼餐馆,0,1,0,0,0,0,1,0
861,28922,Hot Pot Chen,火锅陈,1,1,0,0,0,0,0,0
2391,26146,Kang Kang Shau May Restaurant,康康小美,0,0,0,0,0,0,0,1
4007,23396,New Shanghai Restaurant,上海,0,0,0,0,1,0,0,0
2207,13585,Ocean City Restaurant,海城,0,0,0,0,0,1,0,0
3584,12278,Xing's Chef,兴,1,0,1,0,0,0,0,0
1479,9633,Ming's Garden,明园,1,0,0,0,0,1,0,0
1848,10281,China Jade,长盛,0,0,1,0,1,0,0,0
3367,18974,Grand Fortuna,京华,0,0,1,0,0,0,0,0
1975,30886,Rice Bowl Chinese Restaurant,饭碗,0,1,0,0,1,0,0,0
948,3058,Best BBQ Cantonese Cuisine,来记,0,1,1,0,1,0,0,0
503,7819,LaoWu Authentic ShangHai Dumpling,老吴上海小笼,1,1,0,0,1,0,0,0
465,2335,New China,新华,0,0,0,0,1,0,0,0
530,33070,King's Buffet,皇厨,0,1,1,0,0,0,0,0
512,547,Hing Wang Chinese Restaurant,兴旺,0,0,0,0,1,0,0,1
2551,12169,Great China,新大华,0,0,1,0,1,0,0,0
3966,13342,JAYD BUN,包子面煎饼,0,1,0,0,0,0,0,0
962,31432,Googoo's Table,琼龙,1,0,0,0,0,1,0,0
2734,24301,Mike's Hong Kong Bistro,"香港楼
",1,0,0,0,1,1,0,0
3643,22775,Yan's Garden,添雄楼,1,0,0,0,0,1,0,0
762,4339,Taipei Cuisine,台北风味,0,0,0,0,1,0,0,0
3946,19118,EggRoll Street,王大,0,1,0,0,0,1,0,0
252,10483,Super Kew Garden,皇厨,0,0,1,0,0,1,0,0
812,31645,Van Phat Chinese Restaurant,发文,0,0,0,0,1,0,0,0
489,29879,Jumbo Buffet,珍宝,0,1,0,0,0,0,0,0
392,16164,China Gourmet Longmont,知味坊,0,0,1,0,1,0,0,0
2883,13323,China Buffet,天坛,0,1,0,0,1,0,0,0
2136,9939,Sing Mee Kitchen,盛美,0,0,0,0,0,1,0,1
2801,12344,Golden China,金华,0,0,1,0,1,0,0,0
3286,30272,Imperial House Restaurant,颐和园,0,0,1,0,0,0,0,0
1351,10445,China King,大宏,0,0,1,0,1,0,0,0
3654,715,China Palace Restaurant,中国宫殿,0,0,0,0,1,1,0,0
2914,5429,Wokky's,华丽,1,0,0,0,0,0,1,0
2951,21892,Taste Of Sichuan Beaverton,四季飘香,0,0,0,0,1,0,0,0
2454,25131,San Gabriel,上流食府,0,0,0,0,1,0,0,0
3755,22568,Fu House Chinese Food and Sushi,福苑,0,1,0,0,1,1,0,0
177,3506,China Village,顺风楼,0,0,0,0,1,1,0,0
2542,10978,Bi Kitchen,必厨,0,0,0,0,0,1,0,1
72,20551,Panda House,熊猫,0,0,0,1,0,1,0,0
3393,22678,Bamboo Garden Restaurant,竹园,0,0,0,1,0,1,0,0
580,10299,Grand China,大华,0,0,1,0,1,0,0,0
1596,31991,Panda Chinese Restaurant,熊猫,0,0,0,1,1,0,0,0
1301,30888,China Garden Restaurant,华园,0,0,0,0,1,1,0,0
1429,16507,Bamboo Garden Asian Grille,紫竹林,0,1,0,1,1,1,0,0
1540,4933,Easton Lucky Corner,旺角,0,0,1,0,1,1,0,0
3467,16248,Mayflower Chinese Cuisine,五月花,0,0,0,1,1,0,0,0
2723,14998,Mr. Wong,老黄快餐,1,0,0,0,0,0,0,0
2815,25152,Bistro 1968,架势堂,0,0,0,0,0,1,0,0
2183,21335,City View Restaurant,景城,0,0,0,0,0,0,0,0
1991,25428,Metro Hong Kong Dessert and Milk Tea,地铁站奶茶,0,1,0,0,1,0,0,0
3878,6279,Shanghai Chinese Restaurant,上海,0,0,0,0,1,0,0,0
907,32642,J & I Chinese Kitchen,翡翠,0,0,0,0,1,1,0,0
1560,9546,How May Kitchen,味中味,0,0,0,0,0,1,0,1
1004,2883,New Hong Kong Restaurant,香港,0,0,0,0,1,0,0,0
95,4477,Number One Taste,聚仙楼,0,0,1,0,0,0,0,0
3788,25972,Lee's Chinese Restaurant,李氏餐馆,1,0,0,0,1,0,0,0
65,20864,New China,中国,0,0,0,0,1,0,0,0
1487,5560,Peking Palace Chinese Restaurant,北京楼,0,0,0,0,1,1,0,0
2650,11085,Wok King,华兴,0,1,1,0,0,0,0,0
3586,9285,No. 1 Chinese Kitchen,第一,0,0,1,0,1,1,0,0
3368,24556,Golden Lake Eatery,金湖酒家,0,0,1,0,0,1,0,0
3449,22670,Sichuan Style Restaurant,一品川湘,0,0,0,0,1,0,0,0
1441,25839,Yen Yen Chinese Cuisine,欣欣菜馆,0,0,1,0,1,0,0,1
456,27366,Wok & Roll,红宝,0,1,0,0,0,0,1,0
3712,23480,New Asia,亚洲,0,0,0,0,1,0,0,0
2357,8640,Golden Eagle Chinese Restaurant,金鹰,0,0,1,0,1,0,0,0
1309,8948,Far East Kitchen,东方,0,0,0,0,1,1,0,0
2032,22847,Golden Horse Restaurant,新金马餐馆,0,0,1,0,0,0,0,0
