sample_id,national_id,English_Name,Chinese_Name,Personal_Name,Specialty,Positivity,Culture,Location,Ambiance,Pun_Creative,Romanized,Relationship,Comments
2401,17589,Golden City - Columbiana,金城,0,0,1,0,0,1,0,0,0,
3331,27638,King Wah,京华,0,0,0,0,0,0,0,1,0,
722,28196,Golden Crown Restaurant,金冠酒家,0,0,1,0,0,0,0,0,0,
4018,21687,Tian Fu Seattle,天府春秋,0,0,0,0,1,0,0,1,0,
3663,5187,Sunrise,明辉,0,0,1,0,0,0,0,0,0,
3624,13988,Happy Garden,"
喜和园",0,0,1,0,0,1,0,0,0,
3727,31171,Eat Rice,米,0,1,0,0,0,0,0,0,0,
3283,3380,Chen's,陈氏,1,0,0,0,0,0,0,0,0,
881,23117,Chef Lee's Mandarin House,雅叙园,1,0,1,0,1,1,0,0,0,
1918,8522,Wah Chen Kitchen,华城,0,0,0,0,0,1,0,1,0,
2546,28894,New Wing Hing,永兴,0,0,1,0,0,0,0,0,0,
1668,15522,Chinatown Restaurant,华城小馆,0,0,0,0,1,0,0,0,0,
3125,23594,Sichuan Impression,锦城里,0,0,0,0,1,0,0,0,0,
898,471,Jia Mei Asian Kitchen,隹美,0,0,0,0,1,1,0,1,0,
3780,21021,Chongqing Chicken Pot,重庆鸡公煲,0,1,0,0,1,0,0,0,0,
3001,15048,Wong's Restaurant,黄黄,1,0,0,0,0,0,0,0,0,
549,16724,Full House Chinese Restaurant,聚福楼,0,0,0,0,1,1,0,0,0,
3903,10822,Asian Jewels,敦城海鲜酒家,0,0,0,0,1,0,0,0,0,
2052,13670,Chinatown Restaurant,中国城,0,0,0,0,1,0,0,0,0,
3149,12289,New Pan's Garden,潘园,1,0,0,0,0,1,0,0,0,
2328,16086,Canton City Restaurant,广东楼,0,0,0,0,1,1,0,0,0,
3095,30731,Pagoda,忘不了,0,0,0,1,0,0,0,0,0,
3580,2761,Hong Kong Cafe,香港,0,1,0,0,1,0,0,0,0,
2095,21368,Yongzi Ji Restaurant,勇仔记,0,0,0,0,0,0,0,1,0,
3236,6179,Hop Sing,合诚,0,0,0,0,0,0,0,0,0,
1993,12054,Cheong Hei,新长禧,0,0,0,0,0,0,0,1,0,
3084,16383,Tae Heung Gak Chinese Restaurant,泰兴阁,0,0,0,0,1,0,0,1,0,
774,32318,Yummy House,味,0,0,1,0,0,1,0,0,0,
3209,27506,Hong Kong,香港,0,0,0,0,1,0,0,0,0,
2062,282,Panda Garden,登园,0,0,0,1,0,1,0,0,0,
480,6651,Lin's Garden,林家园,1,0,0,0,0,1,0,0,0,
1352,15835,Chinatown Restaurant,华城,0,0,0,0,1,0,0,0,0,
1198,5418,Chef Chen's,陈家园,1,0,1,0,0,0,0,0,0,
527,8683,Lim Fongs,林芳,0,0,0,0,0,0,0,1,0,
673,31108,Tony's Chinese & American Restaurant,中西,1,0,0,0,1,0,0,0,0,
1339,3789,Chung Wah Restaurant,中华酒家,0,0,0,0,0,0,0,1,0,
3387,29796,Shao Ting Guo,绍廷阁,0,0,0,0,0,0,0,1,0,
2437,25373,Nanjing Duck House,南京盐水鸭,0,1,0,0,1,1,0,0,0,
187,32586,Lao Peking Chinese Restaurant,老北京,0,0,0,0,1,0,0,1,0,
1085,16880,Hunan Garden,湖南园,0,0,0,0,1,1,0,0,0,
2680,28022,China Dragon,中国龙,0,0,0,1,1,0,0,0,0,
3231,28621,China Wind,中国风,0,0,0,0,1,0,0,0,0,
3943,22098,Seafood Town Chinese Restaurant,海鲜楼,0,1,0,0,1,1,0,0,0,
4020,8646,Hunan Express,东升,0,0,0,0,1,0,0,0,0,
369,2510,China Wok,中国,0,1,0,0,1,0,0,0,0,
1868,11895,Ho Ming Kitchen,好明,0,0,0,0,0,1,0,1,0,
1468,7344,CHINA WOK II,景然,0,1,0,0,1,0,0,0,0,
3771,16638,China Chef,长城,0,0,1,0,1,0,0,0,0,
2512,19609,Max Orient,锦绣中华,0,0,0,0,1,0,0,0,0,
915,14675,Great Wall,长城,0,0,0,1,0,0,0,0,0,
3133,29460,No.1 Chinese Restaurant,第一,0,0,1,0,1,0,0,0,0,
818,31341,Mapo Restaurant,麻婆小馆,1,0,0,0,0,0,0,0,0,
2165,27737,Great Taste Chinese Restaurant,飞腾,0,0,1,0,1,0,0,0,0,
2982,5920,How Lee,好利,0,0,0,0,0,0,1,1,0,
2216,4864,Peter Woo's,喜兴楼,1,0,0,0,0,0,0,0,0,
494,659,Dragon City,龙城,0,0,0,1,0,1,0,0,0,
3690,14390,Triple Eight 2,宏华,0,0,1,0,0,0,0,0,0,
2429,14065,Miu Kee Cantonese Cuisine,苗记,0,0,0,0,1,0,0,1,0,
3036,23208,Noodology,一碗粉,0,1,0,0,0,0,1,0,0,
212,26652,The Noodle,面面店,0,1,0,0,0,0,0,0,0,
2081,10133,Hua Rong,华榕,0,0,0,0,0,0,0,1,0,
474,7768,Jade Garden restaurant,翠玉,0,0,1,0,0,1,0,0,0,
2774,29042,Dynasty Chinese Food,朝代,0,0,1,0,1,0,0,0,0,
3389,5350,Ming House,喜龙楼,0,0,0,0,0,1,0,0,0,
516,14965,All season dinner,四季窝清粥小菜,0,0,0,0,0,0,0,0,0,
1884,18286,Great wok,明兴,0,1,1,0,0,0,0,0,0,
3574,4077,Golden Pavilion Restaurant,金亭,0,0,1,0,0,0,0,0,0,
1350,32937,Panda To Go,熊猫,0,0,0,1,0,0,0,0,0,
1835,2141,Canton Palace Chinese Restaurant,汉宫,0,0,1,0,1,0,0,0,0,
3632,32950,Great Wall Chinese Restaurant,长城,0,0,0,1,1,0,0,0,0,
2857,32342,China House Buffet,华楼,0,1,0,0,1,1,0,0,0,
1444,30171,China Wok,明园,0,1,0,0,1,0,0,0,0,
242,15615,China Cottage,龙凤,0,0,0,0,1,1,0,0,0,
1449,25099,Golden Dragon Chinese Restaurant,金龙,0,0,1,1,1,0,0,0,0,
3630,16269,Golden Palace Restaurant,金陵酒家,0,0,1,0,1,1,0,0,0,
3370,22728,Long Xing Ji Juicy Dumpling,隆兴记无锡小笼包,0,1,0,0,0,0,0,1,0,
3359,9263,King Wok,华隆,0,1,1,0,0,0,0,0,0,
3724,31324,Darien Chop Suey,金城,0,0,0,0,0,0,0,0,0,
1782,9848,88 China City,"
中国城",0,0,1,0,1,1,0,0,0,
2782,10858,New Hong Kong Kitchen,香港,0,0,1,0,1,1,0,0,0,
1973,5280,Spring Garden,恩来,0,0,0,0,0,1,0,0,0,
2587,32189,Lulu Chinese Express,金满楼,1,0,0,0,1,0,0,0,0,
1573,6588,Zhuang's Garden,庄园,1,0,0,0,0,1,0,0,0,
1735,10750,CHINA WOK,华苑,0,1,0,0,1,0,0,0,0,
622,30311,Golden Inn Restaurant,金华酒楼,0,0,1,0,0,0,0,0,0,
130,13770,Golden Dragon II,金龙轩,0,0,1,1,0,0,0,0,0,
3919,30206,Wei's Chinese Restaurant,韦,1,0,0,0,1,0,0,0,0,
3888,31051,Hong Kong Chef Chinese,港龙,0,0,1,0,1,0,0,0,0,
2383,4711,Gourmet House Asian Cuisine,福,0,0,1,0,1,1,0,0,0,
2563,14219,Beijing On Grove,食,0,0,0,0,1,1,0,0,0,
2276,18358,Sing Lay,胜利餐馆,0,0,0,0,0,0,0,1,0,
1633,22050,Dumpling Inn & Shanghai Saloon,上海滩,0,1,0,0,1,1,0,0,0,
553,29742,Hometown Szechuan,家乡四川,0,0,0,0,1,0,0,0,1,
1647,5202,China House,香港,0,0,0,0,1,1,0,0,0,
3107,19551,Dumpling King,元宝,0,1,1,0,0,0,0,0,0,
1147,26953,Szechwan Palace Restaurant,天府,0,0,1,0,1,0,0,0,0,
629,7249,Mandarin Garden,华园,0,0,0,0,1,1,0,0,0,
3432,17537,Number 1 Chinese Food,第一家,0,0,1,0,1,0,0,0,0,
2711,31032,No.1 Kitchen,小麦田,0,0,1,0,0,1,0,0,0,
198,9975,Tengs Restaurant,邓,1,0,0,0,0,0,0,0,0,
3653,32248,China House,美味,0,0,0,0,1,1,0,0,0,
3514,27961,China Garden,郑记,0,0,0,0,1,1,0,0,0,
1024,6688,New Great Wall,新长城,0,0,1,1,0,0,0,0,0,
2481,5298,Imperial Palace Restaurant,皇宮,0,0,1,0,0,1,0,0,0,
2471,21347,Imperial Palace,皇宫酒楼,0,0,1,0,0,1,0,0,0,
1838,8441,China House,中国城,0,0,0,0,1,1,0,0,0,
3087,11801,New Panda,新熊猫,0,0,1,1,0,0,0,0,0,
2823,13028,China King,皇城,0,0,1,0,1,0,0,0,0,
3581,6360,China Express,中城,0,0,0,0,1,0,0,0,0,
1209,7956,No. 1,如意,0,0,1,0,0,0,0,0,0,
3470,16123,Red Dragon Chinese Bistro,龙,0,0,0,1,1,1,0,0,0,
2478,28811,Happy Kitchen,喜洋洋,0,0,1,0,0,1,0,0,0,
3403,10294,King Garden,京城,0,0,1,0,0,1,0,0,0,
436,31838,Panda House,熊猫,0,0,0,1,0,1,0,0,0,
994,13289,China Gourmet,味中味,0,0,1,0,1,0,0,0,0,
3459,23017,Golden Dragon Restaurant,龙酒家,0,0,1,1,0,0,0,0,0,
2047,27955,China Dragon,龙城,0,0,0,1,1,0,0,0,0,
1166,12407,China House,华城,0,0,0,0,1,1,0,0,0,
3562,16360,Dragon Wall Restaurant,龙城,0,0,0,1,0,0,0,0,0,
2495,16060,Shanghai Village Downtown,香园,0,0,0,0,1,1,0,0,0,
3976,436,Hong Kong Chinese Restaurant,香港,0,0,0,0,1,0,0,0,0,
2922,21546,Yue Huang Restaurant,"
粤煌",0,0,0,0,0,0,0,1,0,
3687,12203,Empire King,帝王,0,0,1,0,0,0,0,0,0,
1330,5201,North Hot Pot,北方火锅,0,1,0,0,1,0,0,0,0,
3106,23719,Treasure Dragon,宝龙,0,0,1,1,0,0,0,0,0,
2601,27327,K House,小葵家,0,0,0,0,0,1,0,0,0,
3272,17825,China Queen Buffet,中华,0,1,1,0,0,0,0,0,0,
3182,10838,Main Moon,明月,0,0,0,0,0,0,0,0,0,
2197,7597,China Kitchen,明亮,0,0,0,0,1,1,0,0,0,
3754,24884,E PLUS STUDIO Karaoke & Asian Bistro,煎饼胡同,0,0,1,0,1,1,0,0,0,
613,23841,Little Sichuan Restaurant,福恩园,0,0,0,0,1,0,0,0,0,
2440,31711,Dwight Chinese,中国星,0,0,0,0,1,0,0,0,0,
2353,26109,Willow Garden,容园,0,0,0,0,0,1,0,0,0,
2706,26544,Green Tea Garden,绿茶园,0,0,0,1,0,1,0,0,0,
1129,6980,Golden China Buffet,龙祥,0,1,1,0,1,0,0,0,0,
2572,1979,China Sea,东海,0,0,0,0,1,0,0,0,0,
2919,27659,King Fong Chinese Restaurant,金丰,0,0,0,0,1,0,0,1,0,
1287,14373,China Sea,东海,0,0,0,0,1,0,0,0,0,
3170,666,King Garden,帝园,0,0,1,0,0,1,0,0,0,
1333,5859,Super Garden,超园,0,0,1,0,0,1,0,0,0,
561,27069,QQ Kitchen,QQ小吃,0,0,0,0,0,1,0,0,0,
2000,29589,China Lily,百合,0,0,1,0,1,0,0,0,0,
3822,9606,Chinatown Kitchen,中国城,0,0,0,0,1,1,0,0,0,
3554,1922,China Express,兴隆,0,0,0,0,1,0,0,0,0,
1145,26037,Mada-Sao,吞,1,0,0,0,0,0,0,1,0,
444,25000,New China Restaurant,新中国,0,0,1,0,1,0,0,0,0,
593,6745,Lucky Chinese & American Food Take Out,好运,0,0,1,0,1,0,0,0,0,
621,5919,China Ichiban,一 级棒,0,0,0,0,1,0,0,1,0,
1858,10086,M Star Cafe,明星茶餐厅,0,1,0,0,0,0,0,0,0,
3128,5476,Spring Garden,阳春园,0,0,0,0,0,1,0,0,0,
3319,14191,Hong Kong,香港,0,0,0,0,1,0,0,0,0,
2946,25532,San Wok Express,三和,0,0,0,0,0,0,0,1,0,
3832,5335,Lilac Blossom (Sky Meadow),紫丁香,0,0,1,0,0,0,0,0,0,
982,5422,Chan's House,陈家搂,1,0,0,0,0,1,0,0,0,
433,27107,Shihlin Fremont,士林,0,0,0,0,0,0,0,1,0,
518,28218,New China,金国,0,0,1,0,1,0,0,0,0,
1718,10912,Bund Dumpling House,富园小吃,0,1,0,0,0,1,0,0,0,
3512,13911,Lee Lee's Hot Kitchen,利利小馆,1,0,0,0,0,1,0,0,0,
2345,23120,Full Moon Mandarin Cuisine,富满美食,0,0,0,0,1,0,0,0,0,
3550,12020,Mama Lee,一品香,1,0,0,0,0,0,0,0,1,
866,33056,Oriental Garden,东方庭院,0,0,0,0,1,1,0,0,0,
738,28313,Happy Dragon,成龙,0,0,1,1,0,0,0,0,0,
535,12649,Szechuan Kitchen,川厨,0,0,0,0,1,1,0,0,0,
3327,33213,Dragon Palace (Take out Only for Whole Day),龙宫,0,0,0,1,0,1,0,0,0,
2461,20323,Hong Kong Chinese Restaurants,香港,0,0,0,0,1,0,0,0,0,
1354,3226,Wok N Roll,长城,0,0,0,0,0,0,1,0,0,
1140,22634,Noodle St,拉面街,0,1,0,0,0,0,0,0,0,
3299,5184,Uncle Cheung's,张豪酒家,1,0,0,0,0,0,0,0,1,
3768,2081,Shanghai Chinese Restaurant,上海,0,0,0,0,1,0,0,0,0,
1678,8567,Great Wall,长城,0,0,0,1,0,0,0,0,0,
1588,22011,Hui Tou Xiang,"
回头香",0,0,0,0,0,0,0,1,0,
3935,14559,Cheng Du Chinese Restaurant,飘香成都,0,0,0,0,1,0,0,0,0,
3072,19086,China Cafe,旺记,0,1,0,0,1,0,0,0,0,
2224,18443,Jade Garden Chinese Cuisine,翠苑,0,0,1,0,1,1,0,0,0,
2087,4256,China Kitchen Rest,鑫楼,0,0,0,0,1,1,0,0,0,
3535,29470,Foo Yen,福,0,0,0,0,0,0,0,0,0,什么意思
1737,27163,Far East sushi & Seafood,远东楼,0,1,0,0,1,0,0,0,0,
1669,5444,Reren Lamen & Bar,"热人拉面
",0,1,0,0,0,0,0,1,0,
1827,6233,China King,中皇,0,0,1,0,1,0,0,0,0,
235,4682,Mu Lan Taiwanese Restaurant (Cambridge),木兰,0,0,0,1,1,0,0,0,0,
1525,26836,Happy Garden Chinese Restaurant,乐园,0,0,1,0,1,1,0,0,0,
2379,30502,Star Dragon,星龙,0,0,0,1,0,0,0,0,0,
1892,19634,Nine Dragons,九龙,0,0,0,1,0,0,0,0,0,
2717,26213,The Soup,"靓汤源
",0,1,0,0,0,0,0,0,0,
912,17652,Hunan Chinese Amory,湖南,0,0,0,0,1,0,0,0,0,
1610,30859,Giant Panda Chinese Restaurant,大熊猫,0,0,0,1,1,0,0,0,0,
1116,31855,Golden Dragon Chinese Restaurant,金龙,0,0,1,1,1,0,0,0,0,
2557,2434,China Delight,大中华烩餐,0,0,1,0,1,0,0,0,0,
475,14897,Min's China City,中园,1,0,0,0,1,1,0,0,0,
345,9810,New Yan Chun Kitchen Inc,春园,0,0,1,0,0,1,0,0,0,
2243,25567,Sizzling Pot King,"香锅大王
",0,0,1,0,0,0,0,0,0,
1177,13331,Dragon Villa,龙楼酒家,0,0,0,1,0,1,0,0,0,
1149,9842,Wah Sang,华盛,0,0,0,0,0,0,0,1,0,
3620,30382,New China Chinese Cuisine,新中国,0,0,1,0,1,0,0,0,0,
3767,22632,Yi Mei,义美,0,0,0,0,0,0,0,1,0,
821,17737,China Fun,中国,0,0,1,0,1,0,0,0,0,
2262,8888,Golden Dragon,金龙,0,0,1,1,0,0,0,0,0,
1202,17927,Trey Yuen Cuisine Of China,翠苑,0,0,0,0,1,0,0,1,0,
2085,27870,Imperial Garden Restaurant,龙居,0,0,1,0,0,1,0,0,0,
571,24522,Kowloon Kitchen,九龙,0,0,0,0,1,1,0,0,0,
273,17517,Dragon City,龙城,0,0,0,1,0,1,0,0,0,
2120,11744,Dim Sum Chinese Fast Food,点心,0,1,0,0,1,0,0,0,0,
3300,25473,Chef Zhao Bistro,老赵川菜,1,0,1,0,0,1,0,0,0,
8,27260,Taiwan Popcorn Chicken,台湾盐酥鸡,0,1,0,0,1,0,0,0,0,
876,24503,China Garden Restaurant,嘉裕,0,0,0,0,1,1,0,0,0,
2696,21469,No 1 Chinese BBQ,第一家,0,1,1,0,1,0,0,0,0,
2963,9920,New Lake Pavilion,"新东云阁
",0,0,1,0,0,1,0,0,0,
2893,21389,Jai Yun,佳园餐厅,0,0,0,0,0,0,0,1,0,
381,31293,Shang Noodle & Chinese La Grange,尚面,0,1,0,0,1,0,0,0,0,
2679,5430,Shuen Lee,"华丰
",1,0,0,0,0,0,0,0,0,
1983,21527,Heng Fat,兴发,0,0,0,0,0,0,0,1,0,
51,24456,Fire Wok Express,大快活,0,1,0,0,0,0,1,0,0,
19,30817,Great Wall Restaurant,长城,0,0,0,1,0,0,0,0,0,
1951,21313,Shanghai | Chinese Restaurant,上海小馆,0,0,0,0,1,0,0,0,0,
3061,29103,Golden Harbor Grill,金色港湾,0,1,1,0,0,1,0,0,0,
324,3896,Amore Eats,阿莫1店,0,0,0,0,0,0,1,1,0,
125,5263,China Max,极品,0,0,1,0,1,0,0,0,0,
3458,19721,Wong's Express,旺市,1,0,0,0,0,0,0,0,0,
1684,8971,Tung Tin Chinese Restaurant,洞庭,0,0,0,0,1,0,0,1,0,
3652,29672,China House,开城,0,0,0,0,1,1,0,0,0,
3099,33089,China Chinese Restaurant,华城,0,0,0,0,1,0,0,0,0,
859,25763,Quality Taste Pot,品味,0,0,1,0,0,0,0,0,0,
3278,30549,Xin Xin,新兴,0,0,0,0,0,0,0,1,0,
2139,13302,Sister's Chinese Restaurant,凤冈,0,0,0,0,1,0,0,0,1,
3315,17989,Golden Phoenix,金凤,0,0,1,1,0,0,0,0,0,
1278,5539,Taste of China,美味宫,0,0,0,0,1,0,0,0,0,
2299,17736,China Garden,华园,0,0,0,0,1,1,0,0,0,
3483,5246,Man Yee,万宜,0,0,0,0,0,0,0,1,0,
882,26357,Cachanilla Chinese Restaurant,华庭海鲜馆,0,0,0,0,1,0,0,0,0,
3494,29882,Bamboo Village Chinese Cafe,竹村,0,1,0,1,1,1,0,0,0,
321,141,Imperial Wok,金城,0,1,1,0,0,0,0,0,0,
3468,18592,"Great Wall Buffet(Dine in or order by menus,and to go)",长城,0,1,0,1,0,0,0,0,0,
1500,675,Empire,之味馆,0,0,1,0,0,0,0,0,0,
979,7164,Formosa,川味,0,0,0,0,1,0,0,0,0,Formosa=台湾？，这里是四川
226,1111,Li's Garden Chinese Restaurant,恒久,1,0,0,0,1,1,0,0,0,
3556,3724,China Garden Restaurant,龙园,0,0,0,0,1,1,0,0,0,
2030,13253,Golden China Restaurant,金华,0,0,1,0,1,0,0,0,0,
3168,1715,C C Chinese Cooking,金城,0,0,0,0,1,0,0,0,0,
3960,3249,Canton Cooks,美食轩,0,0,0,0,1,0,0,0,0,
3683,18126,Yellow River Restaurant,何处觅小馆,0,0,0,1,0,0,0,0,0,
1917,15749,Dragon Wall Restaurant,"
龙城",0,0,0,1,0,0,0,0,0,
3810,30804,King's Wok Chinese Restaurant,天厨,0,0,1,0,1,0,0,0,0,
24,21142,888 Bistro,大四川,0,0,1,0,0,1,0,0,0,
2691,14161,Guangdong Taste,粤港澳,0,0,0,0,1,0,0,0,0,
2552,11093,Rong Cheng House,朵颐食府,0,0,0,0,0,1,0,1,0,
76,13728,China Dragon,兴龙,0,0,0,1,1,0,0,0,0,
3830,679,EVER GREEN,长青,0,0,1,0,0,0,0,0,0,
3503,12580,Panda Chinese Restaurant,辉煌,0,0,0,1,1,0,0,0,0,
2690,13694,Yummy Cuisine,美味,0,0,1,0,0,0,0,0,0,
62,10661,New Century,新世纪,0,0,1,0,0,0,0,0,0,
171,3,Shanghai Gourmet,溢香邨,0,0,1,0,1,0,0,0,0,
3626,30807,Imperial Garden | Chinese Restaurant,福临门,0,0,1,0,1,1,0,0,0,
2567,10078,AweSum DimSum,一盅两件,0,1,1,0,0,0,1,0,0,
2959,25531,V Garden,"顺利得饮食世界
",0,0,0,0,0,1,0,0,0,
4002,31781,888 Bistro,川味,0,0,1,0,0,1,0,0,0,
2809,32343,China King,中原,0,0,1,0,1,0,0,0,0,
2598,10032,New York Canton Lounge,味悦轩,0,0,0,0,1,1,0,0,0,
3447,18093,Hong Kong Chinese Restaurant,香港,0,0,0,0,1,0,0,0,0,
3360,2367,Chinese Kitchen,食,0,0,0,0,1,1,0,0,0,
3509,19456,New Mosa Asian Bistro .XiongFa Mosa LLC,亚,0,0,1,0,1,0,0,0,0,
320,6639,Chan's Tea House,翠华,1,1,0,0,0,1,0,0,0,
765,21514,Cheung Sheng Chinese Restaurant,长胜,0,0,0,0,1,0,0,1,0,
554,30714,Panda Garden Buffet,熊猫园,0,1,1,0,0,1,0,0,0,
239,3417,Happy Garden,囍囍,0,0,1,0,0,1,0,0,0,
2756,30896,King Buffet,皇厨,0,1,1,0,0,0,0,0,0,
1486,22929,Tea Leaf 2,秘苑,0,0,0,0,0,0,0,0,0,
3267,33074,Grand Wok," 厚福
",0,1,1,0,0,0,0,0,0,
654,13375,Best Eastern Restaurant,华东,0,0,1,0,1,0,0,0,0,
2006,32808,Joy Garden,聚城,0,0,1,0,0,1,0,0,0,
2533,638,China King,嘉辉,0,0,1,0,1,0,0,0,0,
2322,7272,88 No.1 Chinese Kitchen,寿,0,0,1,0,1,1,0,0,0,
1490,7857,Wah Sing II Chinese Restaurant,华星,0,0,0,0,1,0,0,1,0,
1549,11493,Feng's Garden,聚丰园,1,0,0,0,0,1,0,0,0,
2750,23714,Hong Kong Express,香港,0,0,0,0,1,0,0,0,0,
1273,10065,Dunhuang,敦皇,0,0,0,0,0,0,0,1,0,
3109,17495,Egg Roll House,春卷楼,0,0,0,0,0,1,0,0,0,
3279,8634,Lin's Garden,林园,1,0,0,0,0,1,0,0,0,
3142,18533,China Express,鸿发,0,0,0,0,1,0,0,0,0,
2468,7495,China Star,中国城,0,0,0,0,1,0,0,0,0,
576,9331,China Gourmet,华厨,0,0,1,0,1,0,0,0,0,
2719,7078,Great Taste Chinese & American Food,好味,0,0,1,0,1,0,0,0,0,
627,5458,Peking Garden Chinese Restaurant,北京园,0,0,0,0,1,1,0,0,0,
2223,9686,Famous Sichuan,川外川,0,0,1,0,1,0,0,0,0,
205,22982,Panda House,熊猫,0,0,0,1,0,1,0,0,0,
2205,9903,Panda Asian Cuisine,熊猫,0,0,0,1,1,0,0,0,0,
2242,31884,SZECHUAN TASTE CHAMPAIGN LLC,"功夫食坊
",0,0,1,0,1,0,0,0,0,
2779,15264,China Kitchen,好味,0,0,0,0,1,1,0,0,0,
2905,7070,China Taste,"
中国味",0,0,0,0,1,0,0,0,0,
2984,9896,Golden Express Chinese Kitchen,金隆,0,0,0,0,1,1,0,0,0,
2603,24750,Ming's Chinese Restaurant,明园,1,0,0,0,1,0,0,0,0,
2098,25940,Four Seasons Gourmet Chinese Restaurant,四季美食,0,0,1,0,1,0,0,0,0,
1452,31002,Ho Ho Chinese Kitchen,好好,0,0,0,0,1,1,0,1,0,
3618,32062,New China Pearl,中国珍珠,0,0,1,0,1,0,0,0,0,
