Unnamed: 0,sample_id,national_id,name,location_link,site,us_state,type,subtypes,Area,rating,has_name,CH_name,source,chatGPT_translations
372,773,11503,Tasty & Co,"https://www.google.com/maps/place/Tasty+%26+Co/@40.7292664,-73.8630946,14z/data=!4m8!1m2!2m1!1sTasty+%26+Co!3m4!1s0x89c25e37981f6119:0xaba67345436ac075!8m2!3d40.7292664!4d-73.8630946",https://www.tastyregopark.com/,New York,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,4.1,1,好味屋,"https://www.google.com/maps/place/Tasty+%26+Co/@40.7292854,-73.8631111,-2a,18.7y/data=!3m8!1e2!3m6!1sAF1QipM7Vs4YJ3KdbAIHmou45Lc_q3wEXKiULOAiYbfL!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipM7Vs4YJ3KdbAIHmou45Lc_q3wEXKiULOAiYbfL%3Dw114-h86-k-no!7i4080!8i3072!4m15!1m7!3m6!1s0x89c25e37981f6119:0xaba67345436ac075!2sTasty+%26+Co!8m2!3d40.7292664!4d-73.8630946!16s%2Fg%2F1264pr3lr!3m6!1s0x89c25e37981f6119:0xaba67345436ac075!8m2!3d40.7292664!4d-73.8630946!10e5!16s%2Fg%2F1264pr3lr?entry=ttu",Good Taste House
800,1660,16560,Peking Gardens West,"https://www.google.com/maps/place/Peking+Gardens+West/@47.5250081,-111.2937714,14z/data=!4m8!1m2!2m1!1sPeking+Gardens+West!3m4!1s0x5342382f6e242efb:0xc70cb7cff5e47f74!8m2!3d47.5250081!4d-111.2937714",http://www.pekinggardenwest.com/,Montana,Chinese restaurant,Chinese restaurant,2,3.9,1,北京,"https://www.google.com/maps/place/Peking+Gardens+West/@47.5250093,-111.2937136,3a,73.8y,42.55h,108.78t/data=!3m8!1e1!3m6!1sAF1QipOGRcMlmkIE8dHJxeYbJqJ9AdtkH4WtQ9k0pcji!2e10!3e11!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOGRcMlmkIE8dHJxeYbJqJ9AdtkH4WtQ9k0pcji%3Dw203-h100-k-no-pi-20-ya60.000004-ro-0-fo100!7i12446!8i6223!4m15!1m7!3m6!1s0x5342382f6e242efb:0xc70cb7cff5e47f74!2sPeking+Gardens+West!8m2!3d47.5250081!4d-111.2937714!16s%2Fg%2F1tj5qdk7!3m6!1s0x5342382f6e242efb:0xc70cb7cff5e47f74!8m2!3d47.5250081!4d-111.2937714!10e5!16s%2Fg%2F1tj5qdk7?entry=ttu",Beijing
496,1018,3960,China Dragon,"https://www.google.com/maps/place/China+Dragon/@39.1471094,-76.80851779999999,14z/data=!4m8!1m2!2m1!1sChina+Dragon!3m4!1s0x89b7e74b4ddf0b5b:0x70d47f04cba40c65!8m2!3d39.1471094!4d-76.80851779999999",http://runinout.com/China-Dragon-Jessup-MD,Maryland,Chinese restaurant,Chinese restaurant,2,3.2,1,华龙,"https://www.google.com/maps/place/China+Dragon/@39.1471094,-76.8085178,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMXN693qsvxoo7YMVtSSUEbgkO_wVq6TA6cmoSw!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMXN693qsvxoo7YMVtSSUEbgkO_wVq6TA6cmoSw%3Dw203-h134-k-no!7i4000!8i2642!4m12!1m2!2m1!1sChina+Dragon!3m8!1s0x89b7e74b4ddf0b5b:0x70d47f04cba40c65!8m2!3d39.1471094!4d-76.8085178!10e5!14m1!1BCgIYIQ!16s%2Fg%2F1tjprd5c?entry=ttu",Hua Long
1934,3983,26917,Hong Kong BBQ Restaurant,"https://www.google.com/maps/place/Hong+Kong+BBQ+Restaurant/@37.6939914,-122.0735325,14z/data=!4m8!1m2!2m1!1sHong+Kong+BBQ+Restaurant!3m4!1s0x808f922fca14a573:0xb2692f51677c265a!8m2!3d37.6939914!4d-122.0735325",http://www.hongkongbbqsf.com/,California,Chinese restaurant,"Chinese restaurant, Asian restaurant, BBQ area, Chicken restaurant, Porridge restaurant, Restaurant, Rice restaurant",2,4.2,1,祥发烧腊小馆,"https://www.google.com/maps/place/Hong+Kong+BBQ+Restaurant/@37.6939911,-122.0735336,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPsb476op_03H82P0PO4QHZa6BHGCw-Y_tqKVlQ!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPsb476op_03H82P0PO4QHZa6BHGCw-Y_tqKVlQ%3Dw114-h86-k-no!7i4032!8i3024!4m15!1m7!3m6!1s0x808f922fca14a573:0xb2692f51677c265a!2sHong+Kong+BBQ+Restaurant!8m2!3d37.6943086!4d-122.0735949!16s%2Fg%2F1v3_2x_7!3m6!1s0x808f922fca14a573:0xb2692f51677c265a!8m2!3d37.6943086!4d-122.0735949!10e5!16s%2Fg%2F1v3_2x_7?entry=ttu",Xiang Fa Roast Small Restaurant
1204,2521,18068,New China Restaurant,"https://www.google.com/maps/place/New+China+Restaurant/@35.0004063,-85.25811399999999,14z/data=!4m8!1m2!2m1!1sNew+China+Restaurant!3m4!1s0x88606771e8583c1f:0xcd6236f245dbb4b1!8m2!3d35.0004063!4d-85.25811399999999",https://chattanooganewchina.com/,Tennessee,Chinese restaurant,Chinese restaurant,2,3.9,1,"
新中华","https://www.google.com/maps/place/New+China+Restaurant/@35.0005092,-85.2579583,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPALpp_Aqer4lS5DbAM1mtiLXZ7zKCzYqbKilmM!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPALpp_Aqer4lS5DbAM1mtiLXZ7zKCzYqbKilmM%3Dw203-h270-k-no!7i3024!8i4032!4m10!1m2!2m1!1sNew+China+Restaurant!3m6!1s0x88606771e8583c1f:0xcd6236f245dbb4b1!8m2!3d35.0004063!4d-85.258114!10e5!16s%2Fg%2F1tvr_fwv?entry=ttu",New China
1429,2980,15640,China Garden,"https://www.google.com/maps/place/China+Garden/@45.2185883,-112.63597589999999,14z/data=!4m8!1m2!2m1!1sChina+Garden!3m4!1s0x535a061e14a72a47:0x70b363635d05c320!8m2!3d45.2185883!4d-112.63597589999999",,Montana,Chinese restaurant,"Chinese restaurant, Asian restaurant, Chinese takeaway",0,4.0,1,华苑,"https://www.google.com/maps/place/China+Garden/@45.2187446,-112.636374,22a,27.1y/data=!3m8!1e2!3m6!1sAF1QipNvD9jkjutUVttf3w4kJ0eeDsykVDsBHjgRtIk!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNvD9jkjutUVttf3w4kJ0eeDsykVDsBHjgRtIk%3Dw203-h270-k-no!7i3000!8i4000!4m10!1m2!2m1!1sChina+Garden!3m6!1s0x535a061e14a72a47:0x70b363635d05c320!8m2!3d45.2185883!4d-112.6359759!10e5!16s%2Fg%2F1tdj3wm4?entry=ttu",China Garden
277,551,16731,JS Chinese Restaurant,"https://www.google.com/maps/place/JS+Chinese+Restaurant/@42.8488326,-106.3257486,14z/data=!4m8!1m2!2m1!1sJS+Chinese+Restaurant!3m4!1s0x8760bca23611a44f:0x2941f099fff50086!8m2!3d42.8488326!4d-106.3257486",https://www.jschineserestaurant.com/,Wyoming,Chinese restaurant,"Chinese restaurant, Asian fusion restaurant, Chinese noodle restaurant, Restaurant, Delivery Restaurant, Rice restaurant, Traditional restaurant",2,4.3,1,喜来居,"https://www.google.com/maps/place/JS+Chinese+Restaurant/@42.8486699,-106.3255456,3a,34.8y/data=!3m8!1e2!3m6!1sAF1QipNAL0AIpVrobL8OfnOyv8f81D845Z2YlMhcYNY!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNAL0AIpVrobL8OfnOyv8f81D845Z2YlMhcYNY%3Dw205-h100-k-no!7i4032!8i1960!4m17!1m7!3m6!1s0x8760bca23611a44f:0x2941f099fff50086!2sJS+Chinese+Restaurant!8m2!3d42.8488326!4d-106.3257486!16s%2Fg%2F1tp_6wny!3m8!1s0x8760bca23611a44f:0x2941f099fff50086!8m2!3d42.8488326!4d-106.3257486!10e5!14m1!1BCgIgAQ!16s%2Fg%2F1tp_6wny?entry=ttu",Happy to Come Residence
515,1055,3860,Taipei Tokyo,"https://www.google.com/maps/place/Taipei+Tokyo/@39.096685799999996,-77.1931797,14z/data=!4m8!1m2!2m1!1sTaipei+Tokyo!3m4!1s0x89b7cd4d59515ad9:0x864e0666da095fa0!8m2!3d39.096685799999996!4d-77.1931797",https://www.taipei-tokyo.net/,Maryland,Chinese restaurant,"Chinese restaurant, Asian restaurant, Chinese takeaway, Japanese restaurant, Delivery Restaurant, Takeout Restaurant, Sushi restaurant, Sushi takeaway, Taiwanese restaurant, Thai restaurant",2,3.9,1,南北和,"https://www.google.com/maps/place/Taipei+Tokyo/@39.0966858,-77.1931797,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPougMoHCnazJCzagyp_wpvrHn8aa4oCpQEG5Gm!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPougMoHCnazJCzagyp_wpvrHn8aa4oCpQEG5Gm%3Dw203-h270-k-no!7i3024!8i4032!4m12!1m2!2m1!1sTaipei+Tokyo!3m8!1s0x89b7cd4d59515ad9:0x864e0666da095fa0!8m2!3d39.0966858!4d-77.1931797!10e5!14m1!1BCgIYIQ!16s%2Fg%2F1v6wq6m6?entry=ttu",South North Harmony
1076,2240,16735,Ah Chun Shandong Dumplings,"https://www.google.com/maps/place/Ah+Chun+Shandong+Dumplings/@36.1340107,-115.167305,14z/data=!4m8!1m2!2m1!1sAh+Chun+Shandong+Dumplings!3m4!1s0x80c8c5f330211e83:0x7f45804eae1c918d!8m2!3d36.1340107!4d-115.167305",https://zoukgrouplv.com/famousfoods/ahchun/,Nevada,Dumpling restaurant,Dumpling restaurant,2,2.6,1,"阿纯山东饺子
","https://www.google.com/maps/place/Ah+Chun+Shandong+Dumplings/@36.1340107,-115.167305,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipNFtSXdSk2YBAIF_b5H86LJs3QXF9-zw1ehhO_O!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNFtSXdSk2YBAIF_b5H86LJs3QXF9-zw1ehhO_O%3Dw203-h152-k-no!7i4032!8i3024!4m15!1m7!3m6!1s0x80c8c5f330211e83:0x7f45804eae1c918d!2sAh+Chun+Shandong+Dumplings!8m2!3d36.1340107!4d-115.167305!16s%2Fg%2F11np64x23q!3m6!1s0x80c8c5f330211e83:0x7f45804eae1c918d!8m2!3d36.1340107!4d-115.167305!10e5!16s%2Fg%2F11np64x23q?entry=ttu",Ah Chun Shandong Dumplings
1819,3759,9276,Legend 72,"https://www.google.com/maps/place/Legend+72/@40.7779625,-73.9797078,14z/data=!4m8!1m2!2m1!1sLegend+72!3m4!1s0x89c2588bb5d8a59f:0xc45ce5f04dd1266c!8m2!3d40.7779625!4d-73.9797078",http://www.legendgourmet.com/,New York,Sichuan restaurant,"Sichuan restaurant, Delivery Restaurant",2,4.0,1,蜀留香,"https://www.google.com/maps/place/Legend+72/@40.7779625,-73.9797078,-13a,48.6y/data=!3m8!1e2!3m6!1sAF1QipNjmlJ6x4prmEOm_NnMbAA09DY0dWgyfd_84c60!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNjmlJ6x4prmEOm_NnMbAA09DY0dWgyfd_84c60%3Dw86-h114-k-no!7i3024!8i4032!4m15!1m7!3m6!1s0x89c2588bb5d8a59f:0xc45ce5f04dd1266c!2sLegend+72!8m2!3d40.7779625!4d-73.9797078!16s%2Fg%2F12hplqp6k!3m6!1s0x89c2588bb5d8a59f:0xc45ce5f04dd1266c!8m2!3d40.7779625!4d-73.9797078!10e5!16s%2Fg%2F12hplqp6k?entry=ttu",Sichuan Fragrance
1576,3277,26711,LuDingJi Rice Noodle City of Industry,"https://www.google.com/maps/place/LuDingJi+Rice+Noodle+City+of+Industry/@33.9959892,-117.90681099999999,14z/data=!4m8!1m2!2m1!1sLuDingJi+Rice+Noodle+City+of+Industry!3m4!1s0x80c32a6673052f57:0x8bcd8887c2daa9d0!8m2!3d33.9959892!4d-117.90681099999999",http://www.ludingjiricenoodle.com/?utm_source=gmb,California,Chinese restaurant,"Chinese restaurant, Soup restaurant",2,3.7,1,禄鼎记,"https://www.google.com/maps/place/LuDingJi+Rice+Noodle+City+of+Industry/@33.9958669,-117.9066611,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipNUESpaRrqpMxY7YW3iBsH2JhZzctspy75R4BZG!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNUESpaRrqpMxY7YW3iBsH2JhZzctspy75R4BZG%3Dw114-h86-k-no!7i4032!8i3024!4m15!1m7!3m6!1s0x80c32a6673052f57:0x8bcd8887c2daa9d0!2sLuDingJi+Rice+Noodle+City+of+Industry!8m2!3d33.9959892!4d-117.906811!16s%2Fg%2F11f3b9nbwq!3m6!1s0x80c32a6673052f57:0x8bcd8887c2daa9d0!8m2!3d33.9959892!4d-117.906811!10e5!16s%2Fg%2F11f3b9nbwq?entry=ttu",Lu Ding Ji
1508,3135,24817,Bei Jing | Hot Pot & Asian Cuisine,"https://www.google.com/maps/place/Bei+Jing+%7C+Hot+Pot+%26+Asian+Cuisine/@64.83713519999999,-147.7525355,14z/data=!4m8!1m2!2m1!1sBei+Jing+%7C+Hot+Pot+%26+Asian+Cuisine!3m4!1s0x51325acb700bb7e7:0x580ed2a6788c33fa!8m2!3d64.83713519999999!4d-147.7525355",https://www.beijinghotpotfairbanks.com/,Alaska,Chinese restaurant,Chinese restaurant,2,4.4,1,迷你涮涮锅,"https://www.google.com/maps/place/Bei+Jing+%7C+Hot+Pot+%26+Asian+Cuisine/@64.8371352,-147.7525355,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipO1dezAQdd11Md9po7IcZ6qFr6MIjiO6PHZBrlx!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipO1dezAQdd11Md9po7IcZ6qFr6MIjiO6PHZBrlx%3Dw203-h273-k-no!7i1341!8i1810!4m17!1m7!3m6!1s0x51325acb700bb7e7:0x580ed2a6788c33fa!2sBei+Jing+%7C+Hot+Pot+%26+Asian+Cuisine!8m2!3d64.8371352!4d-147.7525355!16s%2Fg%2F11c545c4f0!3m8!1s0x51325acb700bb7e7:0x580ed2a6788c33fa!8m2!3d64.8371352!4d-147.7525355!10e5!14m1!1BCgIYIQ!16s%2Fg%2F11c545c4f0?entry=ttu",Mini Hot Pot
209,422,11339,Spicy Asian,"https://www.google.com/maps/place/Spicy+Asian/@42.4256235,-76.5122957,14z/data=!4m8!1m2!2m1!1sSpicy+Asian!3m4!1s0x89d0810feff490c5:0x7c3f4a02774e297!8m2!3d42.4256235!4d-76.5122957",http://www.spicyasianfood.com/,New York,Chinese restaurant,Chinese restaurant,2,4.3,1,川味坊,"https://www.google.com/maps/place/Spicy+Asian/@42.4258251,-76.5122765,16a,68.2y/data=!3m8!1e2!3m6!1sAF1QipO4YnomHRabX3qNi6uRVxu747RscjIAm57_g_FA!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipO4YnomHRabX3qNi6uRVxu747RscjIAm57_g_FA%3Dw203-h270-k-no!7i3024!8i4032!4m15!1m7!3m6!1s0x89d0810feff490c5:0x7c3f4a02774e297!2sSpicy+Asian!8m2!3d42.4256235!4d-76.5122957!16s%2Fg%2F12htf6n7v!3m6!1s0x89d0810feff490c5:0x7c3f4a02774e297!8m2!3d42.4256235!4d-76.5122957!10e5!16s%2Fg%2F12htf6n7v?entry=ttu",Chuan Taste Square
