Unnamed: 0,sample_id,national_id,name,location_link,site,us_state,type,subtypes,Area,rating,has_name,CH_name,source,chatGPT_translations
1176,2463,2712,Lucky Key & Fuji Ya,"https://www.google.com/maps/place/Lucky+Key+%26+Fuji+Ya/@33.845088,-84.249848,14z/data=!4m8!1m2!2m1!1sLucky+Key+%26+Fuji+Ya!3m4!1s0x88f5a7e0a1e36aeb:0x9a7529924f2eba15!8m2!3d33.845088!4d-84.249848",http://www.luckykeyfujiyaga.com/,Georgia,Chinese restaurant,"Chinese restaurant, Asian restaurant, Japanese restaurant",2,3.8,1,富士屋,"https://www.google.com/maps/place/Lucky+Key+%26+Fuji+Ya/@33.845088,-84.2498434,45a,33.6y/data=!3m8!1e2!3m6!1sAF1QipOQJBZPwGbhahmT8FVO6jnA5fj3jZYSbdnjQJBU!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOQJBZPwGbhahmT8FVO6jnA5fj3jZYSbdnjQJBU%3Dw203-h270-k-no!7i3024!8i4032!4m17!1m7!3m6!1s0x88f5a7e0a1e36aeb:0x9a7529924f2eba15!2sLucky+Key+%26+Fuji+Ya!8m2!3d33.845088!4d-84.249848!16s%2Fg%2F1tc_0c54!3m8!1s0x88f5a7e0a1e36aeb:0x9a7529924f2eba15!8m2!3d33.845088!4d-84.249848!10e5!14m1!1BCgIYIQ!16s%2Fg%2F1tc_0c54?entry=ttu",Fuji House
1120,2343,2011,China House,"https://www.google.com/maps/place/China+House/@27.7516595,-81.8024904,14z/data=!4m8!1m2!2m1!1sChina+House!3m4!1s0x88dd1eeaa0eb8e43:0x1c9f7d05033dd386!8m2!3d27.7516595!4d-81.8024904",,Florida,Chinese restaurant,Chinese restaurant,1,3.8,1,榕城,"https://www.google.com/maps/place/China+House/@27.7516595,-81.8024904,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMLIV4Y-seGta1jN5t2uPz7YoahkXtyVzAVcBt1!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMLIV4Y-seGta1jN5t2uPz7YoahkXtyVzAVcBt1%3Dw119-h86-k-no!7i1646!8i1185!4m15!1m7!3m6!1s0x88dd1eeaa0eb8e43:0x1c9f7d05033dd386!2sChina+House!8m2!3d27.7516595!4d-81.8024904!16s%2Fg%2F1ttq2xt3!3m6!1s0x88dd1eeaa0eb8e43:0x1c9f7d05033dd386!8m2!3d27.7516595!4d-81.8024904!10e5!16s%2Fg%2F1ttq2xt3?entry=ttu",Rong City
700,1456,9868,China Wok,"https://www.google.com/maps/place/China+Wok/@40.8146778,-73.0433846,14z/data=!4m8!1m2!2m1!1sChina+Wok!3m4!1s0x89e8487f880fc66f:0x4e61629594f00dde!8m2!3d40.8146778!4d-73.0433846",,New York,Chinese restaurant,"Chinese restaurant, Delivery Restaurant, Takeout Restaurant",2,4.1,1,皇朝,"https://www.google.com/maps/place/China+Wok/@40.8148012,-73.0429593,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMX6_6xdy1nPKJi8VLKndjwgXU2fsy-DJ8H8Dfh!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMX6_6xdy1nPKJi8VLKndjwgXU2fsy-DJ8H8Dfh%3Dw203-h152-k-no!7i4032!8i3024!4m10!1m2!2m1!1sChina+Wok!3m6!1s0x89e8487f880fc66f:0x4e61629594f00dde!8m2!3d40.8146778!4d-73.0433846!10e5!16s%2Fg%2F1tk8pmkj?entry=ttu",Imperial Dynasty
1246,2600,16080,"Pop Pot & Tea (Chandler, AZ)","https://www.google.com/maps/place/Pop+Pot+%26+Tea+%28Chandler%2C+AZ%29/@33.335575,-111.87395289999999,14z/data=!4m8!1m2!2m1!1sPop+Pot+%26+Tea+%28Chandler%2C+AZ%29!3m4!1s0x872b07dfdc7254c3:0x679af574198829de!8m2!3d33.335575!4d-111.87395289999999",http://www.poppotaz.com/,Arizona,Chinese restaurant,"Chinese restaurant, Taiwanese restaurant, Hot pot restaurant",2,4.0,1,三妈嗅嗅锅,"https://www.google.com/maps/place/Pop+Pot+%26+Tea+(Chandler,+AZ)/@33.335575,-111.8739529,56a,34.7y/data=!3m8!1e2!3m6!1sAF1QipOkueq7CKm7i3foRtDvrfBvZooqMJVUF7WYZW-E!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOkueq7CKm7i3foRtDvrfBvZooqMJVUF7WYZW-E%3Dw203-h360-k-no!7i2268!8i4032!4m15!1m7!3m6!1s0x872b07dfdc7254c3:0x679af574198829de!2sPop+Pot+%26+Tea+(Chandler,+AZ)!8m2!3d33.335575!4d-111.8739529!16s%2Fg%2F11k4cm791r!3m6!1s0x872b07dfdc7254c3:0x679af574198829de!8m2!3d33.335575!4d-111.8739529!10e5!16s%2Fg%2F11k4cm791r?entry=ttu",Three Mom Sniff Pot
1269,2641,32501,Peking Chinese Restaurant,"https://www.google.com/maps/place/Peking+Chinese+Restaurant/@39.0618361,-94.5902886,14z/data=!4m8!1m2!2m1!1sPeking+Chinese+Restaurant!3m4!1s0x87c0efe32d01e9a3:0x193a31667fbe0514!8m2!3d39.0618361!4d-94.5902886",http://www.kcpeking.com/,Missouri,Chinese restaurant,Chinese restaurant,2,4.0,1,北京,"https://www.google.com/maps/place/Peking+Chinese+Restaurant/@39.0619217,-94.5904758,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipN1Sc8hrxIMps-943CP2tdE9FxI4UfZx14rwQu9!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipN1Sc8hrxIMps-943CP2tdE9FxI4UfZx14rwQu9%3Dw148-h86-k-no!7i2041!8i1184!4m10!1m2!2m1!1sPeking+Chinese+Restaurant!3m6!1s0x87c0efe32d01e9a3:0x193a31667fbe0514!8m2!3d39.0618361!4d-94.5902886!10e5!16s%2Fg%2F11rdgwtwmt?entry=ttu",Beijing
1561,3239,22869,Jasmine Tea House,"https://www.google.com/maps/place/Jasmine+Tea+House/@37.7445857,-122.4201717,14z/data=!4m8!1m2!2m1!1sJasmine+Tea+House!3m4!1s0x808f7e4311314a05:0xb809d346ac4d431a!8m2!3d37.7445857!4d-122.4201717",https://www.jasmineteahousesf.com/,California,Chinese restaurant,"Chinese restaurant, Delivery Restaurant, Tea house",2,4.3,1,茶室,"https://www.google.com/maps/place/Jasmine+Tea+House/@37.7445857,-122.4201717,3a,75y,90t/data=!3m8!1e2!3m6!1si507kbsNthoAAAQfCOJoFg!2e0!3e3!6shttps:%2F%2Flh3.googleusercontent.com%2Fgps-proxy%2FAF-Tc0Svr3rAWjAJTjdIvVYVOmdC5S1NaGjZjTf8IWDa_FkljFcwSX7dm6dZNtzHHB5Y2prvGxRcOqF6pn1coocm4yBudOJEwpX1CteKrZaWugGvHb0LRPSuikOR_ZIqxFnBf-uxsZHlGo8EjELx-mP5mz0F-zBYbL3rrkdE_Fs3rbp1A6GhfGfUIJUR4UIJy9BozzW86lo%3Dw203-h114-k-no!7i2844!8i1600!4m15!1m7!3m6!1s0x808f7e4311314a05:0xb809d346ac4d431a!2sJasmine+Tea+House!8m2!3d37.7445857!4d-122.4201717!16s%2Fg%2F1tdprx9y!3m6!1s0x808f7e4311314a05:0xb809d346ac4d431a!8m2!3d37.7445857!4d-122.4201717!10e5!16s%2Fg%2F1tdprx9y?entry=ttu",Tea Room
1416,2956,31874,Peking House,"https://www.google.com/maps/place/Peking+House/@40.1966581,-88.3958677,14z/data=!4m8!1m2!2m1!1sPeking+House!3m4!1s0x880cc42204c9ad01:0xfc5b8a78f0654069!8m2!3d40.1966581!4d-88.3958677",,Illinois,Chinese restaurant,Chinese restaurant,1,4.6,1,北京园,"https://www.google.com/maps/place/Peking+House/@40.1965702,-88.3960712,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMoewtsCiosbpc3LigLkm2hf-35XgGDOF-0TdmZ!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMoewtsCiosbpc3LigLkm2hf-35XgGDOF-0TdmZ%3Dw176-h86-k-no!7i4032!8i1960!4m10!1m2!2m1!1sPeking+House!3m6!1s0x880cc42204c9ad01:0xfc5b8a78f0654069!8m2!3d40.1966581!4d-88.3958677!10e5!16s%2Fg%2F1tfmjd6v?entry=ttu",Beijing Garden
541,1117,24756,Dim Sum Box,"https://www.google.com/maps/place/Dim+Sum+Box/@34.011355,-117.8864926,14z/data=!4m8!1m2!2m1!1sDim+Sum+Box!3m4!1s0x80c32b47ec49114d:0x4dc415c938ab2caa!8m2!3d34.011355!4d-117.8864926",http://www.dimsumbox.online/,California,Dim sum restaurant,Dim sum restaurant,2,4.2,1,点心屋,https://www.dimsumbox.online/,Dim Sum House
1754,3623,15665,Empire Buffet,"https://www.google.com/maps/place/Empire+Buffet/@32.727999,-103.1440434,14z/data=!4m8!1m2!2m1!1sEmpire+Buffet!3m4!1s0x86fc953bd9e0326b:0xe509777027e2281c!8m2!3d32.727999!4d-103.1440434",,New Mexico,Chinese restaurant,"Chinese restaurant, Buffet restaurant",1,4.2,1,皇廷,"https://www.google.com/maps/place/Empire+Buffet/@32.7279693,-103.1440184,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMNuCOCabknOlgfpNprn67xFJBagrwwzDIU5QuO!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMNuCOCabknOlgfpNprn67xFJBagrwwzDIU5QuO%3Dw152-h86-k-no!7i4000!8i2252!4m15!1m7!3m6!1s0x86fc953bd9e0326b:0xe509777027e2281c!2sEmpire+Buffet!8m2!3d32.727999!4d-103.1440434!16s%2Fg%2F1thd73p8!3m6!1s0x86fc953bd9e0326b:0xe509777027e2281c!8m2!3d32.727999!4d-103.1440434!10e5!16s%2Fg%2F1thd73p8?entry=ttu",Imperial Court
1607,3339,3472,Yummy House,"https://www.google.com/maps/place/Yummy+House/@43.492278999999996,-70.45399909999999,14z/data=!4m8!1m2!2m1!1sYummy+House!3m4!1s0x4cb2a4fbac803cb1:0x6903927ec51035a2!8m2!3d43.492278999999996!4d-70.45399909999999",https://yummyhouseme.com/,Maine,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,3.7,1,太子楼,"https://www.google.com/maps/place/Yummy+House/@43.4921418,-70.4538369,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMbJ3cys0tvTuPyve9Gjq6w965AY23zW3Sj66Gc!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMbJ3cys0tvTuPyve9Gjq6w965AY23zW3Sj66Gc%3Dw203-h270-k-no!7i3024!8i4032!4m12!1m2!2m1!1sYummy+House!3m8!1s0x4cb2a4fbac803cb1:0x6903927ec51035a2!8m2!3d43.492279!4d-70.4539991!10e5!14m1!1BCgIYIQ!16s%2Fg%2F1twyz44g?entry=ttu",Prince House
822,1691,12537,Dragon Wok,"https://www.google.com/maps/place/Dragon+Wok/@35.4639745,-80.5952193,14z/data=!4m8!1m2!2m1!1sDragon+Wok!3m4!1s0x8854093959c7b3df:0x114edf280adee795!8m2!3d35.4639745!4d-80.5952193",https://www.dragonwokkannapolis.com/,North Carolina,Chinese restaurant,Chinese restaurant,2,3.3,1,飞龙,"https://www.google.com/maps/place/Dragon+Wok/@35.4641741,-80.5952657,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMjZj0p3_4IRU8n3DP-g5YJEX0v8G0t3qfYTN9_!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMjZj0p3_4IRU8n3DP-g5YJEX0v8G0t3qfYTN9_%3Dw203-h152-k-no!7i3968!8i2976!4m10!1m2!2m1!1sDragon+Wok!3m6!1s0x8854093959c7b3df:0x114edf280adee795!8m2!3d35.4639745!4d-80.5952193!10e5!16s%2Fg%2F11h09p7m43?entry=ttu",Flying Dragon
12,40,1130,TELY'S Chinese Restaurant,"https://www.google.com/maps/place/TELY%27S+Chinese+Restaurant/@28.2170363,-80.6757353,14z/data=!4m8!1m2!2m1!1sTELY%27S+Chinese+Restaurant!3m4!1s0x88de04ff9f67eb63:0x5d664d08e323aa62!8m2!3d28.2170363!4d-80.6757353",http://telychineserestaurant.com/,Florida,Chinese restaurant,"Chinese restaurant, Asian restaurant, Seafood restaurant",2,4.5,1,中菜泰利,"https://www.google.com/maps/@28.217316,-80.6756745,3a,75y,267.9h,92.88t/data=!3m6!1e1!3m4!1sMyLUp_UqybIziy1KWQFKcw!2e0!7i16384!8i8192?entry=ttu",Chinese Food Thai Benefit
1073,2226,13378,Chan's Fine Oriental Dining,"https://www.google.com/maps/place/Chan%27s+Fine+Oriental+Dining/@42.0040815,-71.5124934,14z/data=!4m8!1m2!2m1!1sChan%27s+Fine+Oriental+Dining!3m4!1s0x89e46a4e07b82773:0x1b90d8772bb98c7e!8m2!3d42.0040815!4d-71.5124934",http://www.chanseggrollsandjazz.com/,Rhode Island,Chinese restaurant,Chinese restaurant,2,3.8,1,陈苑酒家,"https://www.google.com/maps/@42.0041347,-71.5127166,3a,21.8y,112.18h,86.48t/data=!3m6!1e1!3m4!1sdXxfzees8f4S9AmwYGoG2A!2e0!7i16384!8i8192?entry=ttu",Chen Garden Restaurant
1588,3302,474,Tung Hing Chinese Restaurant,"https://www.google.com/maps/place/Tung+Hing+Chinese+Restaurant/@41.2249695,-73.029741,14z/data=!4m8!1m2!2m1!1sTung+Hing+Chinese+Restaurant!3m4!1s0x89e8745d450b7069:0xf709da352385014d!8m2!3d41.2249695!4d-73.029741",,Connecticut,Chinese restaurant,Chinese restaurant,2,3.3,1,东兴,"https://www.google.com/maps/place/Tung+Hing+Chinese+Restaurant/@41.2250428,-73.0298208,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMqic112VkqORqYs-Nhyl5MvH6kmQHefZhfQHd5!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMqic112VkqORqYs-Nhyl5MvH6kmQHefZhfQHd5%3Dw114-h86-k-no!7i4032!8i3024!4m15!1m7!3m6!1s0x89e8745d450b7069:0xf709da352385014d!2sTung+Hing+Chinese+Restaurant!8m2!3d41.2249695!4d-73.029741!16s%2Fg%2F1vs1sxys!3m6!1s0x89e8745d450b7069:0xf709da352385014d!8m2!3d41.2249695!4d-73.029741!10e5!16s%2Fg%2F1vs1sxys?entry=ttu",East Prosperous
1872,3857,93,Butterfly Restaurant,"https://www.google.com/maps/place/Butterfly+Restaurant/@41.7640333,-72.7310928,14z/data=!4m8!1m2!2m1!1sButterfly+Restaurant!3m4!1s0x89e7acbfad826603:0x60067378f37cca62!8m2!3d41.7640333!4d-72.7310928",http://butterflychineserestaurant.com/,Connecticut,Chinese restaurant,"Chinese restaurant, Bar, Chicken restaurant, Asian restaurant, Health food restaurant, Restaurant, Seafood restaurant",2,4.1,1,蝴蝶亭,"https://www.google.com/maps/place/Butterfly+Restaurant/@41.7642988,-72.7311738,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipP-uuHt874k3j0deK8Csl41k_BXzS-SYomu-5hj!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipP-uuHt874k3j0deK8Csl41k_BXzS-SYomu-5hj%3Dw203-h270-k-no!7i3024!8i4032!4m17!1m7!3m6!1s0x89e7acbfad826603:0x60067378f37cca62!2sButterfly+Restaurant!8m2!3d41.7640333!4d-72.7310928!16s%2Fg%2F1tflbpf5!3m8!1s0x89e7acbfad826603:0x60067378f37cca62!8m2!3d41.7640333!4d-72.7310928!10e5!14m1!1BCgIgAQ!16s%2Fg%2F1tflbpf5?entry=ttu",Butterfly Pavilion
1739,3597,10662,Panda III,"https://www.google.com/maps/place/Panda+III/@42.0958202,-75.980672,14z/data=!4m8!1m2!2m1!1sPanda+III!3m4!1s0x89daeebcd7ce9a95:0x53dec71bfa88b1cf!8m2!3d42.0958202!4d-75.980672",http://www.panda3vestal.com/?utm_source=gmb,New York,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,4.0,1,熊猫,"https://www.google.com/maps/place/Panda+III/@42.0958202,-75.980672,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipN7yw_VAdkv_8p3tLb3MYfCGqs_YsihqJ_pkm01!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipN7yw_VAdkv_8p3tLb3MYfCGqs_YsihqJ_pkm01%3Dw203-h152-k-no!7i4000!8i3000!4m17!1m7!3m6!1s0x89daeebcd7ce9a95:0x53dec71bfa88b1cf!2sPanda+III!8m2!3d42.0958202!4d-75.980672!16s%2Fg%2F1tpbczsb!3m8!1s0x89daeebcd7ce9a95:0x53dec71bfa88b1cf!8m2!3d42.0958202!4d-75.980672!10e5!14m1!1BCgIYIQ!16s%2Fg%2F1tpbczsb?entry=ttu",Panda
