sample_id,national_id,name,location_link,site,us_state,type,subtypes,Area,rating,has_name,CH_name,source
10,8532,Top China,"https://www.google.com/maps/place/Top+China/@40.7983591,-74.4737782,14z/data=!4m8!1m2!2m1!1sTop+China!3m4!1s0x89c3a6bd86cb8d87:0xd3074fe1be5e4fa6!8m2!3d40.7983591!4d-74.4737782",http://topchinamorristown.com/,New Jersey,Chinese restaurant,"Chinese restaurant, Chinese takeaway, Takeout Restaurant",2,4.2,0,,
11,24644,Hong Kong Fast Food,"https://www.google.com/maps/place/Hong+Kong+Fast+Food/@37.8028674,-122.2815847,14z/data=!4m8!1m2!2m1!1sHong+Kong+Fast+Food!3m4!1s0x808f80bb6882b9fb:0xd82d94dbccb9fa5c!8m2!3d37.8028674!4d-122.2815847",https://www.hongkongfastfoodca.com/,California,Chinese restaurant,Chinese restaurant,2,3.8,1,香港,"https://www.google.com/maps/place/Hong+Kong+Fast+Food/@37.8028109,-122.2816311,3a,74.9y/data=!3m8!1e2!3m6!1sAF1QipP48jyuBbLxQ6AY1aTtF2ScvL82kX_VA_UdCkdW!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipP48jyuBbLxQ6AY1aTtF2ScvL82kX_VA_UdCkdW%3Dw114-h86-k-no!7i4032!8i3024!4m10!1m2!2m1!1sHong+Kong+Fast+Food!3m6!1s0x808f80bb6882b9fb:0xd82d94dbccb9fa5c!8m2!3d37.8028674!4d-122.2815847!10e5!16s%2Fg%2F1tf6gwg0?entry=ttu"
12,17542,China Max,"https://www.google.com/maps/place/China+Max/@37.0789396,-88.688155,14z/data=!4m8!1m2!2m1!1sChina+Max!3m4!1s0x887a1b0add8af2e5:0xd927a2fe05af4406!8m2!3d37.0789396!4d-88.688155",,Kentucky,Chinese restaurant,Chinese restaurant,1,4.3,0,,
13,24534,TK Noodle House Kona,"https://www.google.com/maps/place/TK+Noodle+House+Kona/@19.6397324,-155.9922083,14z/data=!4m8!1m2!2m1!1sTK+Noodle+House+Kona!3m4!1s0x79540efbfe143ed3:0x1b820597d8636ac0!8m2!3d19.6397324!4d-155.9922083",http://www.cheftk.com/,Hawaii,Chinese restaurant,"Chinese restaurant, Asian fusion restaurant, Japanese restaurant, Laotian restaurant, Thai restaurant, Vietnamese restaurant",1,4.3,0,,
14,1626,China Gourmet 2,"https://www.google.com/maps/place/China+Gourmet+2/@26.439308399999998,-81.7699305,14z/data=!4m8!1m2!2m1!1sChina+Gourmet+2!3m4!1s0x88db1137a8b899ed:0x32faf842fb62e9ce!8m2!3d26.439308399999998!4d-81.7699305",,Florida,Chinese restaurant,"Chinese restaurant, Restaurant",2,3.8,0,,
15,3741,Golden Bowl,"https://www.google.com/maps/place/Golden+Bowl/@38.9005647,-76.8365414,14z/data=!4m8!1m2!2m1!1sGolden+Bowl!3m4!1s0x89b7bff9f57c73bf:0x2dc6ae0a3b6eca39!8m2!3d38.9005647!4d-76.8365414",,Maryland,Chinese restaurant,"Chinese restaurant, Asian restaurant, Restaurant",2,3.8,1,怡景,"https://www.google.com/maps/place/Golden+Bowl/@38.9005647,-76.8365414,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPOk-h4B2cc9V3Bv2SS2f9o3_eIjn-GmJc6c9l-!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPOk-h4B2cc9V3Bv2SS2f9o3_eIjn-GmJc6c9l-%3Dw114-h86-k-no!7i4032!8i3024!4m15!1m7!3m6!1s0x89b7bff9f57c73bf:0x2dc6ae0a3b6eca39!2sGolden+Bowl!8m2!3d38.9005647!4d-76.8365414!16s%2Fg%2F1td9rdtk!3m6!1s0x89b7bff9f57c73bf:0x2dc6ae0a3b6eca39!8m2!3d38.9005647!4d-76.8365414!10e5!16s%2Fg%2F1td9rdtk?entry=ttu"
16,5426,China Fun,"https://www.google.com/maps/place/China+Fun/@44.1820799,-72.8400863,14z/data=!4m8!1m2!2m1!1sChina+Fun!3m4!1s0x4cb57321b40f8e19:0xc44bdff05f647c3!8m2!3d44.1820799!4d-72.8400863",https://chuntao1234.wixsite.com/chinafunmenu/menus,Vermont,Chinese restaurant,Chinese restaurant,0,4.2,0,,
17,29833,One & One Chinese Restaurant,"https://www.google.com/maps/place/One+%26+One+Chinese+Restaurant/@43.363042,-95.139471,14z/data=!4m8!1m2!2m1!1sOne+%26+One+Chinese+Restaurant!3m4!1s0x878cca03bef86d47:0x1c86782e20370cec!8m2!3d43.363042!4d-95.139471",,Iowa,Chinese restaurant,"Chinese restaurant, Restaurant",1,4.5,0,,
18,17777,Hunan Inn,"https://www.google.com/maps/place/Hunan+Inn/@29.7832816,-95.5272865,14z/data=!4m8!1m2!2m1!1sHunan+Inn!3m4!1s0x8640c48c17783deb:0xf46eaee92f2ea971!8m2!3d29.7832816!4d-95.5272865",https://website--7511308568939970816242-hunanstylerestaurant.business.site/?utm_source=gmb,Texas,Hunan restaurant,"Hunan restaurant, Asian restaurant, Chinese restaurant",2,4.4,0,,
19,30817,Great Wall Restaurant,"https://www.google.com/maps/place/Great+Wall+Restaurant/@44.0872793,-103.20675349999999,14z/data=!4m8!1m2!2m1!1sGreat+Wall+Restaurant!3m4!1s0x877d5d3226f1c5fd:0x57d07f8412c1d816!8m2!3d44.0872793!4d-103.20675349999999",http://www.greatwalltogo.com/,South Dakota,Chinese restaurant,"Chinese restaurant, Asian restaurant, Thai restaurant",2,3.9,1,长城,"https://www.google.com/maps/place/Great+Wall+Restaurant/@44.0873038,-103.2067531,3a,75y/data=!3m8!1e2!3m6!1sAF1QipPrI_5XVYadjFLHw4GdRKIrozJKz7PvE32J5Mry!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPrI_5XVYadjFLHw4GdRKIrozJKz7PvE32J5Mry%3Dw114-h86-k-no!7i4032!8i3024!4m15!1m7!3m6!1s0x877d5d3226f1c5fd:0x57d07f8412c1d816!2sGreat+Wall+Restaurant!8m2!3d44.0872793!4d-103.2067535!16s%2Fg%2F1tht1ywr!3m6!1s0x877d5d3226f1c5fd:0x57d07f8412c1d816!8m2!3d44.0872793!4d-103.2067535!10e5!16s%2Fg%2F1tht1ywr?entry=ttu"
20,20209,Quik Wok,"https://www.google.com/maps/place/Quik+Wok/@29.4276312,-98.57211319999999,14z/data=!4m8!1m2!2m1!1sQuik+Wok!3m4!1s0x865cf368c3b2e835:0x64abc15155d2f173!8m2!3d29.4276312!4d-98.57211319999999",https://oldhwy.quikwokonline.com/?clientId=1782764792.1524163463,Texas,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,3.9,0,,
21,296,Lemongrass Asian Grill,"https://www.google.com/maps/place/Lemongrass+Asian+Grill/@41.7704818,-72.9602798,14z/data=!4m8!1m2!2m1!1sLemongrass+Asian+Grill!3m4!1s0x89e7a4f0f903afeb:0xac1b6a2b0908af00!8m2!3d41.7704818!4d-72.9602798",https://lemongrassasiangrillsh.com/,Connecticut,Chinese restaurant,"Chinese restaurant, Restaurant, Pho restaurant, Soup restaurant, Thai restaurant, Vietnamese restaurant",1,4.5,0,,
22,7336,Great Taste Restaurant,"https://www.google.com/maps/place/Great+Taste+Restaurant/@39.931946499999995,-75.2170182,14z/data=!4m8!1m2!2m1!1sGreat+Taste+Restaurant!3m4!1s0x89c6c69b947877d9:0x948a3c613f8fd98d!8m2!3d39.931946499999995!4d-75.2170182",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,2.5,1,好味,"https://www.google.com/maps/place/Great+Taste/@39.9362266,-75.2191842,3a,134.2y,90t/data=!3m8!1e2!3m6!1sAF1QipMJkc3lkZiLy2CS_MKkV7sTsX2JLTQupiuYtoP8!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMJkc3lkZiLy2CS_MKkV7sTsX2JLTQupiuYtoP8%3Dw103-h86-k-no!7i314!8i262!4m11!1m2!2m1!1sGreat+Taste+Restaurant!3m7!1s0x89c6c699fd78cb37:0x7129312c5377367d!8m2!3d39.9363478!4d-75.2193299!10e5!15sChZHcmVhdCBUYXN0ZSBSZXN0YXVyYW50WhgiFmdyZWF0IHRhc3RlIHJlc3RhdXJhbnSSARJjaGluZXNlX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11c6pstzzb?entry=ttu"
23,12499,Shun Xing,"https://www.google.com/maps/place/Shun+Xing/@36.3284265,-76.2269831,14z/data=!4m8!1m2!2m1!1sShun+Xing!3m4!1s0x89a54f7f648d98dd:0x62f95638b8842e45!8m2!3d36.3284265!4d-76.2269831",,North Carolina,Chinese restaurant,"Chinese restaurant, Restaurant",1,4.4,1,顺兴,"https://www.google.com/maps/place/Shun+Xing/@36.3284265,-76.2269831,3a,75y/data=!3m8!1e2!3m6!1sAF1QipN7rr24wMV-gSImER-hZA7cqpheP0rO6M15QGVW!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipN7rr24wMV-gSImER-hZA7cqpheP0rO6M15QGVW%3Dw114-h86-k-no!7i4032!8i3024!4m11!1m2!2m1!1sShun+Xing!3m7!1s0x89a54f7f648d98dd:0x62f95638b8842e45!8m2!3d36.3284265!4d-76.2269831!10e5!15sCglTaHVuIFhpbmdaCyIJc2h1biB4aW5nkgESY2hpbmVzZV9yZXN0YXVyYW504AEA!16s%2Fg%2F1tgxjxy7?entry=ttu"
24,21142,888 Bistro,"https://www.google.com/maps/place/888+Bistro/@29.544615399999998,-95.2248956,14z/data=!4m8!1m2!2m1!1s888+Bistro!3m4!1s0x86409b23de4ebb6d:0x956b260de2c991e0!8m2!3d29.544615399999998!4d-95.2248956",https://www.888bistropearland.com/,Texas,Chinese restaurant,Chinese restaurant,2,4.3,1,大四川,"https://www.google.com/maps/place/888+Bistro/@29.5446137,-95.2249139,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPlQeiyBUOHsz-znAIJmslijaJOWZnaipYedbYx!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPlQeiyBUOHsz-znAIJmslijaJOWZnaipYedbYx%3Dw203-h114-k-no!7i4032!8i2268!4m10!1m2!2m1!1s888+Bistro!3m6!1s0x86409b23de4ebb6d:0x956b260de2c991e0!8m2!3d29.5446154!4d-95.2248956!10e5!16s%2Fg%2F11h7cwzbl7?entry=ttu"
25,22001,JS Foothill Restaurant,"https://www.google.com/maps/place/JS+Foothill+Restaurant/@34.151168999999996,-118.0755727,14z/data=!4m8!1m2!2m1!1sJS+Foothill+Restaurant!3m4!1s0x80c2dd1738b3df51:0xa8f429abcdf57f19!8m2!3d34.151168999999996!4d-118.0755727",http://www.jsfoothill.com/,California,Chinese restaurant,"Chinese restaurant, Chinese takeaway, Restaurant",2,4.3,1,翡翠山壮,"https://www.google.com/maps/place/JS+Foothill+Restaurant/@34.151169,-118.0755727,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipOXYTlNjURjR4H6-IIzLz96UvHQvF4-vGTd90FF!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOXYTlNjURjR4H6-IIzLz96UvHQvF4-vGTd90FF%3Dw114-h86-k-no!7i4032!8i3024!4m15!1m7!3m6!1s0x80c2dd1738b3df51:0xa8f429abcdf57f19!2sJS+Foothill+Restaurant!8m2!3d34.151169!4d-118.0755727!16s%2Fg%2F11kjmf5mn4!3m6!1s0x80c2dd1738b3df51:0xa8f429abcdf57f19!8m2!3d34.151169!4d-118.0755727!10e5!16s%2Fg%2F11kjmf5mn4?entry=ttu"
26,20586,A Table (Old Cafe China & Pho),"https://www.google.com/maps/place/A+Table+%28Old+Cafe+China+%26+Pho%29/@32.9992789,-96.909008,14z/data=!4m8!1m2!2m1!1sA+Table+%28Old+Cafe+China+%26+Pho%29!3m4!1s0x864c25ed4133af93:0xa955e17289959f36!8m2!3d32.9992789!4d-96.909008",https://atabledallas.com/,Texas,Chinese restaurant,"Chinese restaurant, Chicken restaurant, Chicken wings restaurant, Vietnamese restaurant, Chinese takeaway, Pho restaurant, Thai restaurant",2,4.3,0,,
27,30884,Grand China,"https://www.google.com/maps/place/Grand+China/@46.7987988,-100.78396219999999,14z/data=!4m8!1m2!2m1!1sGrand+China!3m4!1s0x52d78338cce14e1d:0xef0c737d80ed2158!8m2!3d46.7987988!4d-100.78396219999999",,North Dakota,Chinese restaurant,"Chinese restaurant, Asian restaurant, Delivery Restaurant, Restaurant",2,3.7,0,,
28,17557,Soya Restaurant,"https://www.google.com/maps/place/Soya+Restaurant/@31.7886901,-106.4088103,14z/data=!4m8!1m2!2m1!1sSoya+Restaurant!3m4!1s0x86e75a4586695f97:0x57b71f0198f58d7!8m2!3d31.7886901!4d-106.4088103",http://soyarestaurant.com/,Texas,Chinese restaurant,"Chinese restaurant, Asian restaurant, Restaurant",2,4.5,0,,
29,30765,Super Dragon Chinese Restaurant,"https://www.google.com/maps/place/Super+Dragon+Chinese+Restaurant/@44.7475972,-93.3778784,14z/data=!4m8!1m2!2m1!1sSuper+Dragon+Chinese+Restaurant!3m4!1s0x87f63db4c94a6bfb:0x94809709ecb30b2b!8m2!3d44.7475972!4d-93.3778784",http://superdragonus.chinesemenu.com/,Minnesota,Chinese restaurant,"Chinese restaurant, Restaurant",2,4.2,0,,
30,20011,Noodles & Dumplings,"https://www.google.com/maps/place/Noodles+%26+Dumplings/@37.9847961,-84.5276574,14z/data=!4m8!1m2!2m1!1sNoodles+%26+Dumplings!3m4!1s0x88425dbf12b325fd:0x21a9e63ea2b177c3!8m2!3d37.9847961!4d-84.5276574",,Kentucky,Chinese restaurant,Chinese restaurant,2,4.2,0,,
31,8048,Furama Chinese Restaurant,"https://www.google.com/maps/place/Furama+Chinese+Restaurant/@40.9917368,-74.03381929999999,14z/data=!4m8!1m2!2m1!1sFurama+Chinese+Restaurant!3m4!1s0x89c2e57c584e37dd:0xfab77623b2e7fb1b!8m2!3d40.9917368!4d-74.03381929999999",http://www.furamachinese.com/?utm_source=gmb,New Jersey,Chinese restaurant,"Chinese restaurant, Asian restaurant, Delivery Restaurant",2,3.6,0,,
32,20155,Masala Wok,"https://www.google.com/maps/place/Masala+Wok/@29.7363134,-95.5503064,14z/data=!4m8!1m2!2m1!1sMasala+Wok!3m4!1s0x8640c33a1a8c0bc9:0x1fd516695a3adbeb!8m2!3d29.7363134!4d-95.5503064",http://www.masalawok.com/,Texas,Chinese restaurant,"Chinese restaurant, Asian restaurant, Indian restaurant, Chinese takeaway, Indian takeaway",2,3.9,0,,
33,8754,Hong Kong Chinese Restaurant,"https://www.google.com/maps/place/Hong+Kong+Chinese+Restaurant/@40.934759299999996,-74.13367319999999,14z/data=!4m8!1m2!2m1!1sHong+Kong+Chinese+Restaurant!3m4!1s0x89c2fc8893a51d89:0x283fdf9853a444a7!8m2!3d40.934759299999996!4d-74.13367319999999",http://www.hongkongchinesefairlawn.com/?utm_source=gmb,New Jersey,Chinese restaurant,"Chinese restaurant, Asian restaurant, Delivery Restaurant",2,4,0,,
34,25727,Yum Yum Teriyaki,"https://www.google.com/maps/place/Yum+Yum+Teriyaki/@47.507492799999994,-122.35568149999999,14z/data=!4m8!1m2!2m1!1sYum+Yum+Teriyaki!3m4!1s0x549043e8a2d29c5b:0x4a610162e2bc3949!8m2!3d47.507492799999994!4d-122.35568149999999",https://www.yumyumteriyaki.net/,Washington,Chinese restaurant,Chinese restaurant,2,4.1,0,,
35,12322,No 1 Chinese Restaurant,"https://www.google.com/maps/place/No+1+Chinese+Restaurant/@36.2401725,-75.87751829999999,14z/data=!4m8!1m2!2m1!1sNo+1+Chinese+Restaurant!3m4!1s0x89a54f4c37674ba9:0x67cc885e7c38a413!8m2!3d36.2401725!4d-75.87751829999999",,North Carolina,Chinese restaurant,Chinese restaurant,0,3.8,0,,
36,24305,Quickly,"https://www.google.com/maps/place/Quickly/@37.3325564,-120.46121679999999,14z/data=!4m8!1m2!2m1!1sQuickly!3m4!1s0x809143c05a07672d:0x8a02d14de77d3049!8m2!3d37.3325564!4d-120.46121679999999",http://quicklymerced.uorder.io/,California,Chinese restaurant,"Chinese restaurant, Asian restaurant, Cafe, Tea house",2,4.4,1,快可立,"https://www.google.com/maps/place/Quickly/@37.332935,-120.4606197,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMqe9RHMs1W8owOaNhLdm7QpB9N9_OukzUtoryC!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMqe9RHMs1W8owOaNhLdm7QpB9N9_OukzUtoryC%3Dw86-h114-k-no!7i3000!8i4000!4m10!1m2!2m1!1sQuickly!3m6!1s0x809143c05a07672d:0x8a02d14de77d3049!8m2!3d37.3325564!4d-120.4612168!10e5!16s%2Fg%2F11c6dkbyll?entry=ttu"
37,21401,Golden Bowl Express,"https://www.google.com/maps/place/Golden+Bowl+Express/@34.0219778,-118.12422319999999,14z/data=!4m8!1m2!2m1!1sGolden+Bowl+Express!3m4!1s0x80c2cfce0503df53:0x9650f7b77f4a3df8!8m2!3d34.0219778!4d-118.12422319999999",,California,Chinese restaurant,"Chinese restaurant, Fast food restaurant",2,4.3,0,,
38,6005,Great Wall Restaurant,"https://www.google.com/maps/place/Great+Wall+Restaurant/@42.1081029,-80.03255829999999,14z/data=!4m8!1m2!2m1!1sGreat+Wall+Restaurant!3m4!1s0x883281c2b21b3aa7:0x2767885368ba07ec!8m2!3d42.1081029!4d-80.03255829999999",https://greatwallgb.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Fast food restaurant",2,4.2,1,长城,"https://www.google.com/maps/place/Great+Wall+Restaurant/@42.1078292,-80.0324575,20a,36y/data=!3m8!1e2!3m6!1sAF1QipMjgbobMOeTaK6zxeTJdvUSzBU2yA3j2eXK-ckG!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMjgbobMOeTaK6zxeTJdvUSzBU2yA3j2eXK-ckG%3Dw203-h270-k-no!7i1932!8i2576!4m10!1m2!2m1!1sGreat+Wall+Restaurant!3m6!1s0x883281c2b21b3aa7:0x2767885368ba07ec!8m2!3d42.1081029!4d-80.0325583!10e5!16s%2Fg%2F1ts3g7yv?entry=ttu"
39,3848,Joy Luck I,"https://www.google.com/maps/place/Joy+Luck+I/@38.9485732,-76.4905436,14z/data=!4m8!1m2!2m1!1sJoy+Luck+I!3m4!1s0x89b7f67776f511ed:0x134ca5ae714911c3!8m2!3d38.9485732!4d-76.4905436",http://www.joyluck1.com/,Maryland,Chinese restaurant,Chinese restaurant,2,3.6,0,,
40,1130,TELY'S Chinese Restaurant,"https://www.google.com/maps/place/TELY%27S+Chinese+Restaurant/@28.2170363,-80.6757353,14z/data=!4m8!1m2!2m1!1sTELY%27S+Chinese+Restaurant!3m4!1s0x88de04ff9f67eb63:0x5d664d08e323aa62!8m2!3d28.2170363!4d-80.6757353",http://telychineserestaurant.com/,Florida,Chinese restaurant,"Chinese restaurant, Asian restaurant, Seafood restaurant",2,4.5,1,中菜泰利,"https://www.google.com/maps/@28.217316,-80.6756745,3a,75y,267.9h,92.88t/data=!3m6!1e1!3m4!1sMyLUp_UqybIziy1KWQFKcw!2e0!7i16384!8i8192?entry=ttu"
41,12118,Liu Sichuan Noodle House,"https://www.google.com/maps/place/Liu+Sichuan+Noodle+House/@40.781256,-73.845674,14z/data=!4m8!1m2!2m1!1sLiu+Sichuan+Noodle+House!3m4!1s0x89c2f58172da7f43:0x98f24e02a43d878b!8m2!3d40.781256!4d-73.845674",https://liujiszechuannoodlehouse.aiyaorder.us/,New York,Chinese noodle restaurant,"Chinese noodle restaurant, Chinese restaurant, Noodle shop",2,5,1,刘记四川面馆,"https://www.google.com/maps/place/Liu+Sichuan+Noodle+House/@40.7812652,-73.8459628,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipNtUkrERtXzyGRV5ylbPjIdJ5KI1YYYxxLXjEdw!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNtUkrERtXzyGRV5ylbPjIdJ5KI1YYYxxLXjEdw%3Dw114-h86-k-no!7i1920!8i1440!4m15!1m7!3m6!1s0x89c2f58172da7f43:0x98f24e02a43d878b!2sLiu+Sichuan+Noodle+House!8m2!3d40.781256!4d-73.845674!16s%2Fg%2F11pdy5x3z_!3m6!1s0x89c2f58172da7f43:0x98f24e02a43d878b!8m2!3d40.781256!4d-73.845674!10e5!16s%2Fg%2F11pdy5x3z_?entry=ttu"
