sample_id,national_id,English_Name,Chinese_Name,Personal_Name,Specialty,Positivity,Culture,Location,Ambiance,Pun_Creative,Romanized,Relationship,Comments
1882,6666,Hung Tao,鸿涛,,,,,,,,1,,
472,5449,Full Kee,富记,,,,,,,,1,,
2017,12019,Simply Noodles,面,,1,,,,,,,,
1153,11394,Good Chinese,谷,,,1,,1,,,,,
2621,10872,Red Tiger Dumpling House,"红虎饺子坊
",,1,,1,,1,,,,
1171,9579,Green Tea Chinese,绿茶,,,,1,1,,,,,
278,19171,Royal Inn Oriental Cuisine,帝苑,,,1,,1,1,,,,
3140,29338,Asian Grille Buffet,亚洲,,1,,,1,,,,,
497,24819,Joy Kitchen,翠香,,,1,,,1,,,,
620,18297,China Palace Restaurant,"汉宫酒家
",,,,,1,1,,,,
491,23477,Imperial Palace Restaurant,皇帝,,,1,,,1,,,,
1176,13991,Beijing Kitchen,北京厨房,,,,,1,1,,,,
3980,5365,Xiao Fei's Buffet,晓菲,1,1,,,,,,,,
1298,28332,New China Tea Garden Chop Suey,新茶园,,1,,1,1,1,,,,
1945,3619,Peking Court,北京阁,,,,,1,1,,,,
3820,5276,Ming Cheng,明城,,,,,,,,1,,
1148,16570,Chin's Cafe,陈氏餐馆,1,,,,,1,,,,
1442,30845,New Asian Express,美味中国,,,,,1,,,,,
2787,30964,Red Sun,红日,,,1,,,,,,,does sun count as cultural or positivity
86,9921,China Pavillion,厨王,,,,,1,1,,,,
1123,19229,Woks it 2 U,爱福奉和,,1,,,,,1,,,
1099,30806,China Moon Restaurant,明月,,,,,1,,,,,
1534,701,China City,正茂,,,,,1,1,,,,
609,7380,China Wok II,华园,,1,,,1,,,,,
3841,30849,Wonderful House,满福,,,1,,,1,,,,
1861,22631,Tofu King,臭豆腐大王,,1,1,,,,,,,
1585,33261,Mr. Hui's,东辉阁,1,,,,,,,,,
2494,23835,Customize MaLaTang,夹捡成厨,,1,,,,,,,,
458,13383,Great Taste Chinese Restaurant,珍馐阁,,,1,,1,,,,,
254,18322,King Mao,毛家村,1,,1,,,,,,,
4017,16011,Kawaii Sushi and Asian Cuisine - Peoria,美食家,,1,,,1,,,,,
3416,21924,Hong Kong Snack House,香港小食,,,,,1,1,,,,
2347,7138,China Moon,明月,,,,,1,,,,,
2036,13506,Lieu's Chinese Bistro,泰华楼,1,,,,1,1,,,,
2198,24543,Peking Tavern,北京楼,,,,,1,1,,,,
1893,18026,Grand Wall Chinese Restaurant,大城,,,,1,1,,,,,
109,559,China Taste,昌旺,,,,,1,,,,,
735,26341,Hong Kong Garden Restaurant,香港园酒家,,,,,1,,,,,
3275,20173,Lucky Bento V.I.P. Cuisine,小沈阳,,1,1,,,1,,,,
453,30854,Shang Hai,上海,,,,,1,,,,,
918,17833,Golden China Restaurant,金龙,,,1,,1,,,,,
1319,22191,Peking Palace Restaurant,北京楼,,,,,1,1,,,,
2130,24685,New China,新中国,,,,,1,,,,,
141,26386,Uncle Yu's at the Vineyard,玉,1,,,,1,,,,,
3051,17464,Moon Star,月星,,,1,,,,,,,
1376,16104,Peking | Chinese Restaurant,北京,,,,,1,,,,,
3743,20250,Hometown Chinese Restaurant,君临,,,,,1,,,,1,
2364,13198,King's Wok Chinese Restaurant,东宫,,1,1,,1,,,,,
2897,1238,China Star,华星,,,1,,,,,,,
1323,30795,Golden Bowl Restaurant,金宝,,,1,,,,,,,
2566,10298,Taste of China,美味宫,,,,,1,,,,,
1764,19843,Chen Chen Chinese Buffet,陈陈,1,1,,,1,,,,,
2913,2050,Wok N Roll,成功,,1,,,,,1,,,
93,16458,Treasure Pot,聚宝居,,1,1,,,,,,,
989,10059,Dim Sum Palace,金满庭粤菜馆,,1,,,,1,,,,
933,30471,China City,旺佳园,,,,,1,,,,,
3420,22547,Taste of Village Chinese Restaurant,美味村,,,,,1,,,,,
3938,5450,Golden China Chinese Restaurant,金羊,,,1,,1,,,,,
1244,22947,Ping Pong Chinese Cuisine,喜宴,,,,,1,,,,,
590,19341,New China Buffet,新中华,,1,,,1,,,,,?
42,22978,Momo Bistro,总舖师正宗台菜,,1,,,,1,,,,
2244,896,Empire Szechuan,"帝国
",,,1,,1,,,,,
511,30844,Jade Palace Restaurant,翡翠轩,,,1,,,1,,,,
2749,9341,Ah Law Kitchen,罗,,,,,,1,,1,,
3673,13077,Golden Dragon Restaurant,金龙,,,1,1,,,,,,
2862,23596,Noodology - Irvine,一碗粉,,,,,1,,1,,,
589,22067,Peking Restaurant,北京,,,,,1,,,,,
1685,29299,China Palace Restaurant,新华,,,,,1,1,,,,
1752,5451,Jackey Cafe,"
成龙海鲜菜馆",1,,,,,1,,,,
1483,18106,Chinese American Restaurant,中美酒楼,,,,,1,,,,,
1077,3398,Far East,远东,,,,,1,,,,,
3213,4147,Garden Sea,海园,,,,,,1,,,,
1699,2620,Chinese Kitchen,华厨,,,,,1,1,,,,
3627,5443,Wok and Roll,珍味楼餐馆,,1,,,,,1,,,
861,28922,Hot Pot Chen,火锅陈,1,1,,,,,,,,
2391,26146,Kang Kang Shau May Restaurant,康康小美,,,,,,,,1,,
4007,23396,New Shanghai Restaurant,上海,,,,,1,,,,,
2207,13585,Ocean City Restaurant,海城,,,,,,1,,,,
3584,12278,Xing's Chef,兴,1,,1,,,,,,,
1479,9633,Ming's Garden,明园,1,,,,,1,,,,
1848,10281,China Jade,长盛,,,1,,1,,,,,
3367,18974,Grand Fortuna,京华,,,1,,,,,,,
1975,30886,Rice Bowl Chinese Restaurant,饭碗,,1,,,1,,,,,
948,3058,Best BBQ Cantonese Cuisine,来记,,1,1,,1,,,,,
503,7819,LaoWu Authentic ShangHai Dumpling,老吴上海小笼,1,1,,,1,,,,,
465,2335,New China,新华,,,,,1,,,,,
530,33070,King's Buffet,皇厨,,1,1,,,,,,,
512,547,Hing Wang Chinese Restaurant,兴旺,,,,,1,,,1,,
2551,12169,Great China,新大华,,,1,,1,,,,,
3966,13342,JAYD BUN,包子面煎饼,,1,,,,,,,,
962,31432,Googoo's Table,琼龙,1,,,,,1,,,,
2734,24301,Mike's Hong Kong Bistro,"香港楼
",1,,,,1,1,,,,
3643,22775,Yan's Garden,添雄楼,1,,,,,1,,,,
762,4339,Taipei Cuisine,台北风味,,,,,1,,,,,
3946,19118,EggRoll Street,王大,,1,,,,1,,,,
252,10483,Super Kew Garden,皇厨,,,1,,,1,1,,,
812,31645,Van Phat Chinese Restaurant,发文,,,,,1,,,1,,
489,29879,Jumbo Buffet,珍宝,,1,1,,,,,,,
392,16164,China Gourmet Longmont,知味坊,,,1,,1,,,,,
2883,13323,China Buffet,天坛,,1,,,1,,,,,
2136,9939,Sing Mee Kitchen,盛美,,,,,,1,,1,,
2801,12344,Golden China,金华,,,1,,1,,,,,
3286,30272,Imperial House Restaurant,颐和园,,,1,,,1,,,,
1351,10445,China King,大宏,,,1,,1,,,,,
3654,715,China Palace Restaurant,中国宫殿,,,,,1,1,,,,
2914,5429,Wokky's,华丽,1,,,,,,1,,,
2951,21892,Taste Of Sichuan Beaverton,四季飘香,,,,,1,,,,,
2454,25131,San Gabriel,上流食府,1,,,,,,,,,
3755,22568,Fu House Chinese Food and Sushi,福苑,,1,,,1,,,1,,
177,3506,China Village,顺风楼,,,,,1,,,,,
2542,10978,Bi Kitchen,必厨,,,,,,1,,1,,
72,20551,Panda House,熊猫,,,,1,,1,,,,
3393,22678,Bamboo Garden Restaurant,竹园,,,,1,,1,,,,
580,10299,Grand China,大华,,,1,,1,,,,,
1596,31991,Panda Chinese Restaurant,熊猫,,,,1,1,,,,,
1301,30888,China Garden Restaurant,华园,,,,,1,1,,,,
1429,16507,Bamboo Garden Asian Grille,紫竹林,,1,,1,1,1,,,,
1540,4933,Easton Lucky Corner,旺角,,,1,,1,1,,,,
3467,16248,Mayflower Chinese Cuisine,五月花,,,,1,1,,,,,
2723,14998,Mr. Wong,老黄快餐,1,,,,,,,,,
2815,25152,Bistro 1968,架势堂,,,,,,1,,,,
2183,21335,City View Restaurant,景城,,,,,,,,,,
1991,25428,Metro Hong Kong Dessert and Milk Tea,地铁站奶茶,,1,,,1,,,,,
3878,6279,Shanghai Chinese Restaurant,上海,,,,,1,,,,,
907,32642,J & I Chinese Kitchen,翡翠,,,,,1,,,,,
1560,9546,How May Kitchen,味中味,,,,,,1,,1,,
1004,2883,New Hong Kong Restaurant,香港,,,,,1,,,,,
95,4477,Number One Taste,聚仙楼,,,1,,,,,,,
3788,25972,Lee's Chinese Restaurant,李氏餐馆,1,,,,1,,,,,
65,20864,New China,中国,,,,,1,,,,,
1487,5560,Peking Palace Chinese Restaurant,北京楼,,,,,1,1,,,,
2650,11085,Wok King,华兴,,1,1,,,,,,,
3586,9285,No. 1 Chinese Kitchen,第一,,,1,,1,1,,,,
3368,24556,Golden Lake Eatery,金湖酒家,,,1,,,1,,,,
3449,22670,Sichuan Style Restaurant,一品川湘,,,,,1,,,,,
1441,25839,Yen Yen Chinese Cuisine,欣欣菜馆,,,1,,1,,,1,,is 欣 a postive word?
456,27366,Wok & Roll,红宝,,1,,,,,1,,,
3712,23480,New Asia,亚洲,,,,,1,,,,,
2357,8640,Golden Eagle Chinese Restaurant,金鹰,,,1,,1,,,,,
1309,8948,Far East Kitchen,东方,,,,,1,1,,,,
2032,22847,Golden Horse Restaurant,新金马餐馆,,,1,,,,,,,
1758,19826,Famous Chinese Buffet,美味,,1,1,,1,,,,,
2420,27070,China Red,红馆,,,,,1,,,,,should red be a cultural symbol
692,6636,Golden Sea Chinese Restaurant,金海,,,1,,1,,,,,
3572,6338,Chu-Lee Gardens Bradford Chinese Restaurant,朱李园,,,,,1,1,,1,,
1026,658,Tree Garden,松园,,,,,,1,,,,
3791,28827,New China Gourmet,美食,,,1,,1,,,,,
2011,4498,Empire Buffet,帝国,,1,1,,,,,,,
3575,15362,Linh Nam Chinese Restaurant,岭南,,,,,1,,,1,,
3667,24388,New Noodle Garden Taiwanese Cuisine,"
政记牛肉面",,1,,,1,1,,,,
925,8763,Great Wall Kitchen,长城,,,,1,,1,,,,
978,6529,Jing Fong,金丰,,,,,,,,1,,
3316,5143,Great Wall,长城,,,,1,,,,,,
3872,30651,Great Wall,长城,,,,1,,,,,,
3177,13513,Little China Restaurant,中,,,,,1,,,,,
3716,18287,Yummy Yummy Chinese Restaurant,好味,,,1,,1,,,,,
492,4223,China Cafe,中华,,,,,1,1,,,,
3491,7779,Wun Wu Chinese Kitchen,文武,,,,,1,1,,1,,
3067,17005,Little Sichuan Cuisine,老熊川菜,,,,,1,,,,,
417,5431,Lucky Wok,华园,,1,1,,,,,,,
3568,31104,June Heng Restaurant,津香,,,,,,,,1,,
158,14280,Top's China,第一,,,1,,1,,,,,
3203,27758,Golden Mountain Restaurant,金山楼,,,1,,,,,,,
1599,9350,China Pavilion,湖南,,,,,1,1,,,,
1243,10507,Tang's Garden,瑭园,1,,,,,1,,,,
68,24667,Chef's Wok,半岛海鲜酒家,,1,1,,,,,,,
3204,1425,First Wok,中餐百佳,,1,1,,,,,,,
2664,3172,Peking Chinese Restaurant,北京,,,,,1,,,,,
