sample_id,national_id,English_Name,Chinese_Name,Personal_Name,Specialty,Positivity,Culture,Location,Ambiance,Pun_Creative,Romanized,Relationship,Comments
934,10906,Sam Lee Kitchen,顺利,1,0,0,0,0,1,0,0,0,
3341,9698,Happy Kitchen,好运,0,0,1,0,0,1,0,0,0,
2661,19533,China Lin,林园,0,0,0,0,1,0,0,1,0,
117,10916,No.1 Flower Drum House,花鼓楼,0,0,0,1,0,1,0,0,0,
2713,6543,Chan's,"
榕城",1,0,0,0,0,0,0,0,0,
3835,26738,Dumpling Specialist,岚翔小馆,0,1,1,0,0,0,0,0,0,
2039,26344,Harbin Dumplings,哈尔滨饺子,0,1,0,0,1,0,0,0,0,
3543,32073,China House,江旺,0,0,0,0,1,1,0,0,0,
1661,3403,Ming Lee Chinese Restaurant,"明利楼
",1,0,0,0,1,0,0,0,0,
3971,13295,Happy Garden Chinese Restaurant,锦煌,0,0,1,0,1,1,0,0,0,
1115,5547,Annie Chen's Sushi Bar & Grill,扬州陈餐馆,1,1,0,0,0,0,0,0,0,
4021,10972,Kam Sheng,金城,1,0,0,0,0,0,0,0,0,
2755,30793,Kowloon | Chinese Restaurant,"
九龙",0,0,0,0,1,0,0,0,0,
2874,17942,China One #3,容家餐馆,0,0,0,0,1,0,0,0,0,
2532,14384,No 1 Restaurant,天旺,0,0,1,0,0,0,0,0,0,
2414,24660,New Big Daddy's,味之选,0,0,1,0,0,0,0,0,1,
3839,3254,Ping's Place,大华小吃,1,0,0,0,0,1,0,0,0,
2256,4796,Chow n Joy,厨乐,0,0,1,0,0,0,1,0,0,
2460,25848,Gourmet House,万豪轩酒家,0,0,1,0,0,1,0,0,0,
1780,11556,Hip Wo,协和,0,0,0,0,0,0,0,0,0,
423,27793,Peking Garden,京园,0,0,0,0,1,1,0,0,0,
2918,8356,Kawah Chinese Restaurant,"
嘉华",0,0,0,0,1,0,0,1,0,
2708,23593,Long's Kitchen,"
湘味馆",1,0,0,0,0,1,0,0,0,
1589,32648,Taste Place,品味,0,0,0,0,0,1,0,0,0,
3524,13364,Yan's Cuisine,焱,1,0,0,0,0,0,0,0,0,
1183,31601,Jess Cafe,广美,1,1,0,0,0,0,0,0,0,
1814,33115,Grand Fortune,聚福轩,0,0,1,0,0,0,0,0,0,
657,30598,New Asian Ju Yuan,聚园,0,0,1,0,1,0,0,1,0,
2541,13771,China Wok,中城,0,1,0,0,1,0,0,0,0,
399,11884,South of the Clouds,云之南,0,0,0,0,1,0,0,0,0,
3098,13745,China Kitchen,华厨,0,0,0,0,1,1,0,0,0,
3080,29775,China House,京城,0,0,0,0,1,1,0,0,0,
1642,26428,Tofu King,"臭豆腐大王
",0,1,1,0,0,0,0,0,0,
2997,16270,Golden Ocean Chinese Restaurant,金海湾,0,1,1,0,1,0,0,0,0,
1151,228,Great Wall Chinese Restaurant,长城,0,0,0,1,1,0,0,0,0,
1459,30826,Twin Dragon,双龙,0,0,0,1,0,0,0,0,0,
2568,17093,China Wok,中国锅,0,1,0,0,1,0,0,0,0,
797,21168,Hunan Express,湖南,0,0,0,0,1,0,0,0,0,
2936,632,CHINA DELIGHT CHINESE FOOD,中华,0,0,1,0,1,0,0,0,0,
2794,19531,Family Garden Chinese Restaurant,"
家园",0,0,0,0,1,1,0,0,1,
2630,15528,Sunflower Asian Cafe,扬州馆,0,1,0,0,1,0,0,0,0,
1498,30099,Lin's Garden,林园,1,0,0,0,0,1,0,0,0,
2091,21930,Yummy House,美味居,0,0,1,0,0,1,0,0,0,
3855,10072,Jing Fong,金丰酒家,0,0,0,0,0,0,0,1,0,
3895,6874,Taste King,华冠,0,0,1,0,0,0,0,0,0,
2469,17450,Hunan,湖南,0,0,0,0,1,0,0,0,0,
1690,618,China Wok,昌兴,0,1,0,0,1,0,0,0,0,
2516,5437,Great Wall Szechuan House,长城,0,0,0,1,1,1,0,0,0,
301,21801,J'S RAILROAD CAFE,万祥,1,1,0,0,0,0,0,0,0,
3440,582,Dragon Cuisine,龙之味,0,0,0,1,0,0,0,0,0,
2002,24242,Peach Garden,桃园村,0,0,0,0,0,1,0,0,0,
142,27496,China Wok,松竹楼餐馆,0,1,0,0,1,0,0,0,0,
2964,0,Happy Wok,快乐餐馆,0,1,1,0,0,0,0,0,0,
3896,21148,China Garden of Tunica,中国酒家,0,0,0,0,1,1,0,0,0,
1785,616,King Buffet,帝苑,0,1,1,0,0,0,0,0,0,
181,22063,China Buffet,食,0,1,0,0,1,0,0,0,0,
2643,17167,Asia Kitchen,福临门,0,0,0,0,1,1,0,0,0,
362,32394,Five Star China Garden,华园,0,0,1,0,0,1,0,0,0,
1909,22005,Northern Cafe,颐丰园,0,1,0,0,1,0,0,0,0,
3173,6700,Be Happy Chinese Restaurant,大家乐,0,0,1,0,1,0,0,0,0,
1567,17899,Cheng's Garden,陈家园,1,0,0,0,0,1,0,0,0,
2225,22244,Frying Fish,沸腾渔乡,0,1,0,0,0,0,0,0,0,
3253,2497,Sunflower,日升,0,0,0,0,0,0,0,0,0,sunflower是某种特殊的文化符号吗？出现两次了
3522,16581,Chinese Kitchen,"华厨快餐
",0,0,0,0,1,0,0,0,0,
146,808,Yummy House Gainesville,美食轩,0,0,1,0,0,1,0,0,0,
1101,2420,Taste of China,乐园,0,0,0,0,1,0,0,0,0,
2585,18973,Taste of China,中味餐厅,0,0,0,0,1,0,0,0,0,
3477,23461,Red Panda Kit,上海人家,0,0,0,1,0,0,0,0,0,
1784,3434,Yeung's,杨城楼,1,0,0,0,0,0,0,0,0,
3455,14942,Asian BBQ & Noodle,松记烧腊车仔面,0,1,0,0,1,0,0,0,0,
1591,24959,Noodle or Rice,面饭世家,0,1,0,0,0,0,0,0,0,
3137,24128,New Flavors,新口味,0,0,1,0,0,0,0,0,0,
984,28983,Tsou's Place,邹,1,0,0,0,0,1,0,0,0,
706,33022,Kung Po Buffet,宫宝,0,1,0,0,0,0,0,1,0,
2945,21816,China Gourmet,中华饭店,0,0,1,0,1,0,0,0,0,
534,7773,Happy Palace,乐宫,0,0,1,0,0,1,0,0,0,
2273,16971,Master Wok,师傅锅,0,1,1,0,0,0,0,0,0,
745,6093,Bo Wah Restaurant,宝华,0,0,0,0,0,0,0,1,0,
1419,14202,Fu Jian Chinese Restaurant,富健,0,0,0,0,1,0,0,1,0,
1021,31060,Silver Lake Chinese Restaurant,银湖,0,0,0,0,1,0,0,0,0,
3617,21346,Lin's Kitchen,林,1,0,0,0,0,1,0,0,0,
343,23468,Rice Garden Anchorage,丽苑,0,1,0,0,0,1,0,0,0,
662,25464,Hot Wok Cafe,禾轩,0,1,0,0,0,0,0,0,0,
2093,13429,Chong Qing House,重庆山庄,0,0,0,0,1,1,0,0,0,
5,3208,Number One Chinese Restaurant,皇宫,0,0,1,0,1,0,0,0,0,
847,5402,Little Bamboo Chinese Restaurant,竹轩,0,0,0,1,1,0,0,0,0,
2973,28696,Great Wall,长城,0,0,0,1,0,0,0,0,0,
1988,22660,Dumpling Kitchen,一品包饺王,0,1,0,0,0,1,0,0,0,
3923,28135,Asian Star,亚洲星,0,0,1,0,1,0,0,0,0,
2319,30667,New Fresh Wok,清香楼,0,1,1,0,0,0,0,0,0,
1620,5675,Yang China House,杨家园,1,0,0,0,1,1,0,0,0,
335,22089,Reng Hua,荣华,0,0,0,0,0,0,0,1,0,
3560,23876,Golden Grill On the Bay,金龙湾,0,1,1,0,1,0,0,0,0,
140,340,Ming Garden Chinese Restaurant,明园,0,0,0,0,1,1,0,0,0,
1095,31759,CHI Family Restaurant,真善美,0,0,0,0,0,0,0,0,1,
1871,29557,Peking Kitchen,日升,0,0,0,0,1,1,0,0,0,
3590,9260,Changle Xin Fan Zhuang,松柏园,1,0,0,0,0,0,0,0,0,
559,2653,Mr. Wonton,长江,1,0,0,0,0,0,1,0,0,
3247,29098,Jade Tiki Chinese Restaurant,翠宫,0,0,0,1,1,0,0,0,0,
3337,14590,Wei's Garden,吉园,1,0,0,0,0,1,0,0,0,
81,16596,Won Won Wok,旺旺,0,1,0,0,0,0,1,0,0,
3720,13692,Chinese Express,金门,0,0,0,0,1,0,0,0,0,
3169,15838,Golden Bridge Chinese Restaurant,金桥,0,0,1,0,1,0,0,0,0,
162,27932,HONG KONG RESTAURANT,香港酒家,0,0,0,0,1,0,0,0,0,
562,17197,New Asia Restaurant,亚洲,0,0,1,0,1,0,0,0,0,
2965,21329,House of Nanking,南京小馆,0,0,0,0,1,1,0,0,0,
3997,4989,Tao's Asian Cuisine,陶,1,0,0,0,1,0,0,0,0,
111,26874,Tasty Delight,厨之味,0,0,1,0,0,0,0,0,0,
1732,9663,Great China Kitchen,"
华美",0,0,1,0,1,1,0,0,0,
1537,22499,On Dong Chinese Restaurant,安东饭店,0,0,0,0,1,0,0,1,0,
1726,22491,Lee Ho Fook Restaurant,"
利口福饭店",0,0,0,0,0,0,0,1,0,
2584,28417,Hong Kong Restaurant,香港,0,0,0,0,1,0,0,0,0,
1014,24359,Golden Palace Seafood Restaurant,大鸿运酒楼,0,1,1,0,0,0,0,0,0,
1320,15753,Mandarin Pine Restaurant,双华,0,0,0,0,1,0,0,0,0,
2795,22623,Cozy Cafe,"大锅大卤味
",0,1,1,0,0,0,0,0,0,
3488,32968,China Taste,美味,0,0,0,0,1,0,0,0,0,
113,17220,China Harbor,中港城,0,0,0,0,1,1,0,0,0,
552,3229,Great Wall,长城,0,0,0,1,0,0,0,0,0,
3259,11094,Hunan House,湘水山庄,0,0,0,0,1,1,0,0,0,
820,12735,New China,新中国,0,0,1,0,1,0,0,0,0,
577,7704,Hunan Wok,湖南,0,1,0,0,1,0,0,0,0,
1571,16749,Peking Garden Asian Cuisine,"
京园",0,0,0,0,1,1,0,0,0,
3703,9193,Great Taste of Maple Shade Llc,强兴,0,0,1,0,0,0,0,0,0,
1282,27324,Hong Kong Chinese Restaurant,香港,0,0,0,0,1,0,0,0,0,
1168,6244,Dim Sum Court,苑,0,1,0,0,0,1,0,0,0,
379,33158,Jade Palace Restaurant,玉宫,0,0,1,1,0,0,0,0,0,
71,14864,City Lights of China,乐意饭店,0,0,0,0,1,0,0,0,0,
3507,13096,New Sichuan,小四川,0,0,1,0,1,0,0,0,0,
2201,14406,Peking Pavilion,玉亭,0,0,0,0,1,1,0,0,0,
3659,4320,Lili's Restaurant,西安,1,0,0,0,0,0,0,0,0,
1390,21604,Big Lantern,大灯笼,0,0,0,1,0,0,0,0,0,
3047,29933,CHINA HOUSE,中华园,0,0,0,0,1,1,0,0,0,
2443,1928,Shang Hai,上海,0,0,0,0,1,0,0,0,0,
921,6743,Moy Fong Restaurant,梅芳,0,0,0,0,0,0,0,1,0,
869,24451,Lin's Asian Bistro,林家园,1,0,0,0,1,0,0,0,0,
2254,29617,House Of Chen,陈园,1,0,0,0,0,1,0,0,0,
3862,5751,China Taste Restaurant,三多,0,0,0,0,1,0,0,0,0,
1796,5486,Mayflower Chinese Carryout,五月花,0,0,0,1,1,0,0,0,0,
1550,17294,Chen Z Noodle House,陈氏餐厅,1,1,0,0,0,1,0,0,0,
236,5480,Hunan Dynasty,皇朝饭店,0,0,1,0,1,0,0,0,0,
2488,3509,Bao Bao Dumpling House,包宝,0,1,0,0,0,0,0,0,0,
202,2636,China Star,华星,0,0,1,0,1,0,0,0,0,
308,30528,Keng's Chow Mein,金玉楼,1,0,0,0,0,0,0,0,0,
1292,30897,China Star,福,0,0,1,0,1,0,0,0,0,
2092,30078,Wong's Wok,寿,1,1,0,0,0,0,0,0,0,
1052,586,Kampo Garden,金宝园,0,0,0,0,0,1,0,1,0,
1113,3720,Eastern 88 Chinese Restaurant,东都,0,0,0,0,1,0,0,0,0,
3294,6329,Chopstick Asian Cuisine,陆羽轩,0,0,0,1,1,0,0,0,0,
455,29974,Rong Hua,荣华,0,0,0,0,0,0,0,1,0,
1311,16002,Mandarin Dynasty,福隆酒家,0,0,1,0,0,1,0,0,0,
1631,7749,Hop Hing Chinese Restaurant,合兴,0,0,0,0,1,0,0,1,0,
2376,31900,Northern Cuisine,北味轩,0,0,0,0,1,0,0,0,0,
3605,22496,Chengdu Taste,滋味成都,0,0,0,0,1,0,0,0,0,
3380,4660,Wing's Kitchen,小南阁,1,0,0,0,0,1,0,0,0,
2105,26500,Chef Chao Restaurant,喜来登,0,0,1,0,0,0,0,0,0,
2071,10167,Foo On,福安,0,0,0,0,0,0,0,1,0,
3281,17317,Cuisine Of China,龙园,0,0,0,0,1,0,0,0,0,
3013,10222,King Wok Chinese Food,金华,0,0,1,0,1,0,0,0,0,
3518,22111,Happy Sheep Hot Pot,小肥羊,0,0,1,0,1,0,0,0,0,
831,22701,Acc Chinese Fast Food,中国小吃,0,0,0,0,1,0,0,0,0,
3805,5556,New No 1,第一,0,0,1,0,0,0,0,0,0,
3481,10555,New Main Moons,明月,0,0,1,0,0,0,0,0,0,
3854,24266,E @ Cup,一张嘴,0,0,0,0,0,0,1,0,0,
1594,28709,Mandarin House,富贵楼,0,0,0,0,1,1,0,0,0,
1341,306,Pearl East,东海楼,0,0,0,0,1,0,0,0,0,
941,16699,Cody Hong Kong Chinese Restaurant,香港,0,0,0,0,1,0,0,0,0,
3622,28470,Gourmet House,"
美味城",0,0,1,0,0,1,0,0,0,
816,13293,Ming Moon Chinese Restaurant,来来,0,0,0,0,1,0,0,0,0,
1882,6666,Hung Tao,鸿涛,0,0,0,0,0,0,0,1,0,
472,5449,Full Kee,富记,0,0,0,0,0,0,0,1,0,
2017,12019,Simply Noodles,面,0,1,0,0,0,0,0,0,0,
1153,11394,Good Chinese,谷,0,0,1,0,1,0,0,0,0,
2621,10872,Red Tiger Dumpling House,"红虎饺子坊
",0,1,0,0,0,1,0,0,0,
1171,9579,Green Tea Chinese,绿茶,0,0,0,1,0,1,0,0,0,
278,19171,Royal Inn Oriental Cuisine,帝苑,0,0,1,0,1,0,0,0,0,
3140,29338,Asian Grille Buffet,亚洲,0,1,0,0,1,0,0,0,0,
497,24819,Joy Kitchen,翠香,0,0,1,0,0,1,0,0,0,
620,18297,China Palace Restaurant,"汉宫酒家
",0,0,1,0,1,0,0,0,0,
491,23477,Imperial Palace Restaurant,皇帝,0,0,1,0,0,0,0,0,0,
1176,13991,Beijing Kitchen,北京厨房,0,0,0,0,1,1,0,0,0,
3980,5365,Xiao Fei's Buffet,晓菲,1,1,0,0,0,0,0,0,0,
1298,28332,New China Tea Garden Chop Suey,新茶园,0,0,1,0,1,0,0,0,0,
1945,3619,Peking Court,北京阁,0,0,0,0,1,1,0,0,0,
3820,5276,Ming Cheng,明城,0,0,0,0,0,0,0,1,0,
1148,16570,Chin's Cafe,陈氏餐馆,0,1,0,0,0,0,0,0,0,
1442,30845,New Asian Express,美味中国,0,0,1,0,1,0,0,0,0,
2787,30964,Red Sun,红日,0,0,0,0,0,0,0,0,0,other
86,9921,China Pavillion,厨王,0,0,0,0,1,1,0,0,0,
1123,19229,Woks it 2 U,爱福奉和,0,0,0,0,0,0,1,0,0,
1099,30806,China Moon Restaurant,明月,0,0,0,0,1,0,0,0,0,
1534,701,China City,正茂,0,0,0,0,1,0,0,0,0,
609,7380,China Wok II,华园,0,1,0,0,1,0,0,0,0,
3841,30849,Wonderful House,满福,0,0,1,0,0,1,0,0,0,
1861,22631,Tofu King,臭豆腐大王,0,1,1,0,0,0,0,0,0,
1585,33261,Mr. Hui's,东辉阁,1,0,0,0,0,0,0,0,0,
2494,23835,Customize MaLaTang,夹捡成厨,0,1,0,0,0,0,0,0,0,
458,13383,Great Taste Chinese Restaurant,珍馐阁,0,0,1,0,1,0,0,0,0,
254,18322,King Mao,毛家村,1,0,1,0,0,0,0,0,0,
4017,16011,Kawaii Sushi and Asian Cuisine - Peoria,美食家,0,1,0,0,1,0,0,0,0,
3416,21924,Hong Kong Snack House,香港小食,0,1,0,0,1,1,0,0,0,
2347,7138,China Moon,明月,0,0,0,0,1,0,0,0,0,
2036,13506,Lieu's Chinese Bistro,泰华楼,1,0,0,0,1,1,0,0,0,
2198,24543,Peking Tavern,北京楼,0,0,0,0,1,1,0,0,0,
1893,18026,Grand Wall Chinese Restaurant,大城,0,0,0,1,1,0,0,0,0,
109,559,China Taste,昌旺,0,0,0,0,1,0,0,0,0,
735,26341,Hong Kong Garden Restaurant,香港园酒家,0,0,0,0,1,1,0,0,0,
3275,20173,Lucky Bento V.I.P. Cuisine,小沈阳,0,0,1,0,0,0,0,0,0,
453,30854,Shang Hai,上海,0,0,0,0,1,0,0,0,0,
918,17833,Golden China Restaurant,金龙,0,0,1,0,1,0,0,0,0,
1319,22191,Peking Palace Restaurant,北京楼,0,0,0,0,1,0,0,0,0,
2130,24685,New China,新中国,0,0,1,0,1,0,0,0,0,
141,26386,Uncle Yu's at the Vineyard,玉,1,0,0,0,0,0,0,0,1,
3051,17464,Moon Star,月星,0,0,1,0,0,0,0,0,0,
1376,16104,Peking | Chinese Restaurant,北京,0,0,0,0,1,0,0,0,0,
3743,20250,1,君临,0,0,0,0,0,0,0,0,1,
2364,13198,King's Wok Chinese Restaurant,东宫,0,1,1,0,0,0,0,0,0,
2897,1238,China Star,华星,0,0,1,0,1,0,0,0,0,
1323,30795,Golden Bowl Restaurant,金宝,0,0,1,0,0,0,0,0,0,
2566,10298,Taste of China,美味宫,0,0,0,0,1,0,0,0,0,
1764,19843,Chen Chen Chinese Buffet,陈陈,1,0,0,0,1,0,0,0,0,
2913,2050,Wok N Roll,成功,0,0,0,0,0,0,1,0,0,
93,16458,Treasure Pot,聚宝居,0,0,1,0,0,0,0,0,0,
989,10059,Dim Sum Palace,金满庭粤菜馆,0,1,0,0,0,1,0,0,0,
933,30471,China City,旺佳园,0,0,0,0,1,1,0,0,0,
3420,22547,Taste of Village Chinese Restaurant,美味村,0,0,0,0,1,0,0,0,0,
3938,5450,Golden China Chinese Restaurant,金羊,0,0,1,0,1,0,0,0,0,
1244,22947,Ping Pong Chinese Cuisine,喜宴,0,0,0,1,1,0,0,0,0,
590,19341,New China Buffet,新中华,0,1,1,0,1,0,0,0,0,
42,22978,Momo Bistro,总舖师正宗台菜,0,0,0,0,0,1,0,0,0,
2244,896,Empire Szechuan,"帝国
",0,0,1,0,1,0,0,0,0,
511,30844,Jade Palace Restaurant,翡翠轩,0,0,0,1,0,0,0,0,0,
2749,9341,Ah Law Kitchen,罗,1,0,0,0,0,1,0,1,0,
3673,13077,Golden Dragon Restaurant,金龙,0,0,1,1,0,0,0,0,0,
2862,23596,Noodology - Irvine,一碗粉,0,1,0,0,1,0,0,0,0,
589,22067,Peking Restaurant,北京,0,0,0,0,1,0,0,0,0,
1685,29299,China Palace Restaurant,新华,0,0,0,0,1,0,0,0,0,
1752,5451,Jackey Cafe,"
成龙海鲜菜馆",1,1,0,0,0,0,0,0,0,
1483,18106,Chinese American Restaurant,中美酒楼,0,0,0,0,1,0,0,0,0,
1077,3398,Far East,远东,0,0,0,0,1,0,0,0,0,
3213,4147,Garden Sea,海园,0,0,1,0,0,0,0,0,0,
1699,2620,Chinese Kitchen,华厨,0,0,0,0,1,0,0,0,0,
3627,5443,Wok and Roll,珍味楼餐馆,0,0,0,0,0,0,1,0,0,
861,28922,Hot Pot Chen,火锅陈,1,1,0,0,0,0,0,0,0,
2391,26146,Kang Kang Shau May Restaurant,康康小美,1,0,0,0,0,0,0,1,0,
4007,23396,New Shanghai Restaurant,上海,0,0,1,0,1,0,0,0,0,
2207,13585,Ocean City Restaurant,海城,0,0,0,0,1,0,0,0,0,
3584,12278,Xing's Chef,兴,1,0,1,0,0,0,0,0,0,
1479,9633,Ming's Garden,明园,1,0,0,0,0,1,0,0,0,
1848,10281,China Jade,长盛,0,0,0,1,1,0,0,0,0,
3367,18974,Grand Fortuna,京华,0,0,1,0,0,0,0,0,0,
1975,30886,Rice Bowl Chinese Restaurant,饭碗,0,1,0,0,1,0,0,0,0,
948,3058,Best BBQ Cantonese Cuisine,来记,0,1,1,0,1,0,0,0,0,
503,7819,LaoWu Authentic ShangHai Dumpling,老吴上海小笼,1,1,0,0,1,0,0,0,0,
465,2335,New China,新华,0,0,1,0,1,0,0,0,0,
530,33070,King's Buffet,皇厨,0,1,1,0,0,0,0,0,0,
512,547,Hing Wang Chinese Restaurant,兴旺,0,0,0,0,1,0,0,1,0,
2551,12169,Great China,新大华,0,0,1,0,1,0,0,0,0,
3966,13342,JAYD BUN,包子面煎饼,0,1,0,0,0,0,0,0,0,
962,31432,Googoo's Table,琼龙,1,0,0,0,0,1,0,0,0,
2734,24301,Mike's Hong Kong Bistro,"香港楼
",1,0,0,0,1,1,0,0,0,
3643,22775,Yan's Garden,添雄楼,1,0,0,0,0,1,0,0,0,
762,4339,Taipei Cuisine,台北风味,0,0,0,0,1,0,0,0,0,
3946,19118,EggRoll Street,王大,1,0,0,0,0,1,0,0,0,
252,10483,Super Kew Garden,皇厨,0,0,1,0,0,1,0,0,0,
812,31645,Van Phat Chinese Restaurant,发文,0,0,0,0,1,0,0,0,0,
489,29879,Jumbo Buffet,珍宝,0,1,0,0,0,0,0,1,0,
392,16164,China Gourmet Longmont,知味坊,0,0,1,0,1,0,0,0,0,
2883,13323,China Buffet,天坛,0,1,0,0,1,0,0,0,0,
2136,9939,Sing Mee Kitchen,盛美,0,0,0,0,0,1,0,0,0,
2801,12344,Golden China,金华,0,0,1,0,1,0,0,0,0,
3286,30272,Imperial House Restaurant,颐和园,0,0,1,0,0,0,0,0,0,
1351,10445,China King,大宏,0,0,1,0,1,0,0,0,0,
3654,715,China Palace Restaurant,中国宫殿,0,0,1,0,1,0,0,0,0,
2914,5429,Wokky's,华丽,1,0,0,0,0,0,1,0,0,
2951,21892,Taste Of Sichuan Beaverton,四季飘香,0,0,0,0,1,0,0,0,0,
2454,25131,San Gabriel,上流食府,0,0,0,0,1,0,0,0,0,
3755,22568,Fu House Chinese Food and Sushi,福苑,0,1,0,0,1,1,0,0,0,
177,3506,China Village,顺风楼,0,0,0,0,1,1,0,0,0,
2542,10978,Bi Kitchen,必厨,0,0,0,0,0,1,0,1,0,
72,20551,Panda House,熊猫,0,0,0,1,0,1,0,0,0,
3393,22678,Bamboo Garden Restaurant,竹园,0,0,0,1,0,1,0,0,0,
