sample_id,national_id,English_Name,Chinese_Name,Personal_Name,Specialty,Positivity,Culture,Location,Ambiance,Pun_Creative,Relationship,Comments
2135,17802,Great Taste,美味,,,,,,,,,
1791,10705,De Tasty Hot Pot Restaurant,故乡味火锅,,,,,,,,,
672,14599,You Like Skewers,友来客,,,,,,,,,
784,3649,Mayflower Chinese Restaurant & Carryout,五月花,,,,,,,,,
2789,23088,Homestyle Dim Sum Restaurant,来来点心,,,,,,,,,
3998,9128,Dragon Palace,龙宫,,,,,,,,,
2705,4648,Dumpling Palace,"南北和
",,,,,,,,,
4023,5649,Siu Kee Duck House,赵记烧腊,,,,,,,,,
1208,29934,King's Wok,怡嘉,,,,,,,,,
734,16348,Yum Yum Kitchen Chinese Cuisine,食为天,,,,,,,,,
1628,3327,China Taste,华味,,,,,,,,,
1558,1869,Beijing Cafe,北京城,,,,,,,,,
934,10906,Sam Lee Kitchen,顺利,,,,,,,,,
3341,9698,Happy Kitchen,好运,,,,,,,,,
2661,19533,China Lin,林园,,,,,,,,,
117,10916,No.1 Flower Drum House,花鼓楼,,,,,,,,,
2713,6543,Chan's,"
榕城",,,,,,,,,
3835,26738,Dumpling Specialist,岚翔小馆,,,,,,,,,
2039,26344,Harbin Dumplings,哈尔滨饺子,,,,,,,,,
3543,32073,China House,江旺,,,,,,,,,
1661,3403,Ming Lee Chinese Restaurant,"明利楼
",,,,,,,,,
3971,13295,Happy Garden Chinese Restaurant,锦煌,,,,,,,,,
1115,5547,Annie Chen's Sushi Bar & Grill,扬州陈餐馆,,,,,,,,,
4021,10972,Kam Sheng,金城,,,,,,,,,
2755,30793,Kowloon | Chinese Restaurant,"
九龙",,,,,,,,,
2874,17942,China One #3,容家餐馆,,,,,,,,,
2532,14384,No 1 Restaurant,天旺,,,,,,,,,
2414,24660,New Big Daddy's,味之选,,,,,,,,,
3839,3254,Ping's Place,大华小吃,,,,,,,,,
2256,4796,Chow n Joy,厨乐,,,,,,,,,
2460,25848,Gourmet House,万豪轩酒家,,,,,,,,,
1780,11556,Hip Wo,协和,,,,,,,,,
423,27793,Peking Garden,京园,,,,,,,,,
2918,8356,Kawah Chinese Restaurant,"
嘉华",,,,,,,,,
2708,23593,Long's Kitchen,"
湘味馆",,,,,,,,,
1589,32648,Taste Place,品味,,,,,,,,,
3524,13364,Yan's Cuisine,焱,,,,,,,,,
1183,31601,Jess Cafe,广美,,,,,,,,,
1814,33115,Grand Fortune,聚福轩,,,,,,,,,
657,30598,New Asian Ju Yuan,聚园,,,,,,,,,
2541,13771,China Wok,中城,,,,,,,,,
399,11884,South of the Clouds,云之南,,,,,,,,,
3098,13745,China Kitchen,华厨,,,,,,,,,
3080,29775,China House,京城,,,,,,,,,
1642,26428,Tofu King,"臭豆腐大王
",,,,,,,,,
2997,16270,Golden Ocean Chinese Restaurant,金海湾,,,,,,,,,
1151,228,Great Wall Chinese Restaurant,长城,,,,,,,,,
1459,30826,Twin Dragon,双龙,,,,,,,,,
2568,17093,China Wok,中国锅,,,,,,,,,
797,21168,Hunan Express,湖南,,,,,,,,,
2936,632,CHINA DELIGHT CHINESE FOOD,中华,,,,,,,,,
2794,19531,Family Garden Chinese Restaurant,"
家园",,,,,,,,,
2630,15528,Sunflower Asian Cafe,扬州馆,,,,,,,,,
1498,30099,Lin's Garden,林园,,,,,,,,,
2091,21930,Yummy House,美味居,,,,,,,,,
3855,10072,Jing Fong,金丰酒家,,,,,,,,,
3895,6874,Taste King,华冠,,,,,,,,,
2469,17450,Hunan,湖南,,,,,,,,,
1690,618,China Wok,昌兴,,,,,,,,,
2516,5437,Great Wall Szechuan House,长城,,,,,,,,,
301,21801,J'S RAILROAD CAFE,万祥,,,,,,,,,
3440,582,Dragon Cuisine,龙之味,,,,,,,,,
2002,24242,Peach Garden,桃园村,,,,,,,,,
142,27496,China Wok,松竹楼餐馆,,,,,,,,,
2964,0,Happy Wok,快乐餐馆,,,,,,,,,
3896,21148,China Garden of Tunica,中国酒家,,,,,,,,,
1785,616,King Buffet,帝苑,,,,,,,,,
181,22063,China Buffet,食,,,,,,,,,
2643,17167,Asia Kitchen,福临门,,,,,,,,,
362,32394,Five Star China Garden,华园,,,,,,,,,
1909,22005,Northern Cafe,颐丰园,,,,,,,,,
3173,6700,Be Happy Chinese Restaurant,大家乐,,,,,,,,,
1567,17899,Cheng's Garden,陈家园,,,,,,,,,
2225,22244,Frying Fish,沸腾渔乡,,,,,,,,,
3253,2497,Sunflower,日升,,,,,,,,,
3522,16581,Chinese Kitchen,"华厨快餐
",,,,,,,,,
146,808,Yummy House Gainesville,美食轩,,,,,,,,,
1101,2420,Taste of China,乐园,,,,,,,,,
2585,18973,Taste of China,中味餐厅,,,,,,,,,
3477,23461,Red Panda Kit,上海人家,,,,,,,,,
1784,3434,Yeung's,杨城楼,,,,,,,,,
3455,14942,Asian BBQ & Noodle,松记烧腊车仔面,,,,,,,,,
1591,24959,Noodle or Rice,面饭世家,,,,,,,,,
3137,24128,New Flavors,新口味,,,,,,,,,
984,28983,Tsou's Place,邹,,,,,,,,,
706,33022,Kung Po Buffet,宫宝,,,,,,,,,
2945,21816,China Gourmet,中华饭店,,,,,,,,,
534,7773,Happy Palace,乐宫,,,,,,,,,
2273,16971,Master Wok,师傅锅,,,,,,,,,
745,6093,Bo Wah Restaurant,宝华,,,,,,,,,
1419,14202,Fu Jian Chinese Restaurant,富健,,,,,,,,,
1021,31060,Silver Lake Chinese Restaurant,银湖,,,,,,,,,
3617,21346,Lin's Kitchen,林,,,,,,,,,
343,23468,Rice Garden Anchorage,丽苑,,,,,,,,,
662,25464,Hot Wok Cafe,禾轩,,,,,,,,,
2093,13429,Chong Qing House,重庆山庄,,,,,,,,,
5,3208,Number One Chinese Restaurant,皇宫,,,,,,,,,
847,5402,Little Bamboo Chinese Restaurant,竹轩,,,,,,,,,
2973,28696,Great Wall,长城,,,,,,,,,
1988,22660,Dumpling Kitchen,一品包饺王,,,,,,,,,
3923,28135,Asian Star,亚洲星,,,,,,,,,
2319,30667,New Fresh Wok,清香楼,,,,,,,,,
1620,5675,Yang China House,杨家园,,,,,,,,,
335,22089,Reng Hua,荣华,,,,,,,,,
3560,23876,Golden Grill On the Bay,金龙湾,,,,,,,,,
140,340,Ming Garden Chinese Restaurant,明园,,,,,,,,,
1095,31759,CHI Family Restaurant,真善美,,,,,,,,,
1871,29557,Peking Kitchen,日升,,,,,,,,,
3590,9260,Changle Xin Fan Zhuang,松柏园,,,,,,,,,
559,2653,Mr. Wonton,长江,,,,,,,,,
3247,29098,Jade Tiki Chinese Restaurant,翠宫,,,,,,,,,
3337,14590,Wei's Garden,吉园,,,,,,,,,
81,16596,Won Won Wok,旺旺,,,,,,,,,
3720,13692,Chinese Express,金门,,,,,,,,,
3169,15838,Golden Bridge Chinese Restaurant,金桥,,,,,,,,,
162,27932,HONG KONG RESTAURANT,香港酒家,,,,,,,,,
562,17197,New Asia Restaurant,亚洲,,,,,,,,,
2965,21329,House of Nanking,南京小馆,,,,,,,,,
3997,4989,Tao's Asian Cuisine,陶,,,,,,,,,
111,26874,Tasty Delight,厨之味,,,,,,,,,
1732,9663,Great China Kitchen,"
华美",,,,,,,,,
1537,22499,On Dong Chinese Restaurant,安东饭店,,,,,,,,,
1726,22491,Lee Ho Fook Restaurant,"
利口福饭店",,,,,,,,,
2584,28417,Hong Kong Restaurant,香港,,,,,,,,,
1014,24359,Golden Palace Seafood Restaurant,大鸿运酒楼,,,,,,,,,
1320,15753,Mandarin Pine Restaurant,双华,,,,,,,,,
2795,22623,Cozy Cafe,"大锅大卤味
",,,,,,,,,
3488,32968,China Taste,美味,,,,,,,,,
113,17220,China Harbor,中港城,,,,,,,,,
552,3229,Great Wall,长城,,,,,,,,,
3259,11094,Hunan House,湘水山庄,,,,,,,,,
820,12735,New China,新中国,,,,,,,,,
577,7704,Hunan Wok,湖南,,,,,,,,,
1571,16749,Peking Garden Asian Cuisine,"
京园",,,,,,,,,
3703,9193,Great Taste of Maple Shade Llc,强兴,,,,,,,,,
1282,27324,Hong Kong Chinese Restaurant,香港,,,,,,,,,
1168,6244,Dim Sum Court,苑,,,,,,,,,
379,33158,Jade Palace Restaurant,玉宫,,,,,,,,,
71,14864,City Lights of China,乐意饭店,,,,,,,,,
3507,13096,New Sichuan,小四川,,,,,,,,,
2201,14406,Peking Pavilion,玉亭,,,,,,,,,
3659,4320,Lili's Restaurant,西安,,,,,,,,,
1390,21604,Big Lantern,大灯笼,,,,,,,,,
3047,29933,CHINA HOUSE,中华园,,,,,,,,,
2443,1928,Shang Hai,上海,,,,,,,,,
921,6743,Moy Fong Restaurant,梅芳,,,,,,,,,
869,24451,Lin's Asian Bistro,林家园,,,,,,,,,
2254,29617,House Of Chen,陈园,,,,,,,,,
3862,5751,China Taste Restaurant,三多,,,,,,,,,
1796,5486,Mayflower Chinese Carryout,五月花,,,,,,,,,
1550,17294,Chen Z Noodle House,陈氏餐厅,,,,,,,,,
236,5480,Hunan Dynasty,皇朝饭店,,,,,,,,,
2488,3509,Bao Bao Dumpling House,包宝,,,,,,,,,
202,2636,China Star,华星,,,,,,,,,
308,30528,Keng's Chow Mein,金玉楼,,,,,,,,,
1292,30897,China Star,福,,,,,,,,,
2092,30078,Wong's Wok,寿,,,,,,,,,
1052,586,Kampo Garden,金宝园,,,,,,,,,
1113,3720,Eastern 88 Chinese Restaurant,东都,,,,,,,,,
3294,6329,Chopstick Asian Cuisine,陆羽轩,,,,,,,,,
455,29974,Rong Hua,荣华,,,,,,,,,
1311,16002,Mandarin Dynasty,福隆酒家,,,,,,,,,
1631,7749,Hop Hing Chinese Restaurant,合兴,,,,,,,,,
2376,31900,Northern Cuisine,北味轩,,,,,,,,,
3605,22496,Chengdu Taste,滋味成都,,,,,,,,,
3380,4660,Wing's Kitchen,小南阁,,,,,,,,,
2105,26500,Chef Chao Restaurant,喜来登,,,,,,,,,
2071,10167,Foo On,福安,,,,,,,,,
3281,17317,Cuisine Of China,龙园,,,,,,,,,
3013,10222,King Wok Chinese Food,金华,,,,,,,,,
3518,22111,Happy Sheep Hot Pot,小肥羊,,,,,,,,,
831,22701,Acc Chinese Fast Food,中国小吃,,,,,,,,,
3805,5556,New No 1,第一,,,,,,,,,
3481,10555,New Main Moons,明月,,,,,,,,,
3854,24266,E @ Cup,一张嘴,,,,,,,,,
1594,28709,Mandarin House,富贵楼,,,,,,,,,
1341,306,Pearl East,东海楼,,,,,,,,,
941,16699,Cody Hong Kong Chinese Restaurant,香港,,,,,,,,,
3622,28470,Gourmet House,"
美味城",,,,,,,,,
816,13293,Ming Moon Chinese Restaurant,来来,,,,,,,,,
1882,6666,Hung Tao,鸿涛,,,,,,,,,
472,5449,Full Kee,富记,,,,,,,,,
2017,12019,Simply Noodles,面,,,,,,,,,
1153,11394,Good Chinese,谷,,,,,,,,,
2621,10872,Red Tiger Dumpling House,"红虎饺子坊
",,,,,,,,,
1171,9579,Green Tea Chinese,绿茶,,,,,,,,,
278,19171,Royal Inn Oriental Cuisine,帝苑,,,,,,,,,
3140,29338,Asian Grille Buffet,亚洲,,,,,,,,,
497,24819,Joy Kitchen,翠香,,,,,,,,,
620,18297,China Palace Restaurant,"汉宫酒家
",,,,,,,,,
491,23477,Imperial Palace Restaurant,皇帝,,,,,,,,,
1176,13991,Beijing Kitchen,北京厨房,,,,,,,,,
3980,5365,Xiao Fei's Buffet,晓菲,,,,,,,,,
1298,28332,New China Tea Garden Chop Suey,新茶园,,,,,,,,,
1945,3619,Peking Court,北京阁,,,,,,,,,
3820,5276,Ming Cheng,明城,,,,,,,,,
1148,16570,Chin's Cafe,陈氏餐馆,,,,,,,,,
1442,30845,New Asian Express,美味中国,,,,,,,,,
2787,30964,Red Sun,红日,,,,,,,,,
86,9921,China Pavillion,厨王,,,,,,,,,
1123,19229,Woks it 2 U,爱福奉和,,,,,,,,,
1099,30806,China Moon Restaurant,明月,,,,,,,,,
1534,701,China City,正茂,,,,,,,,,
609,7380,China Wok II,华园,,,,,,,,,
3841,30849,Wonderful House,满福,,,,,,,,,
1861,22631,Tofu King,臭豆腐大王,,,,,,,,,
1585,33261,Mr. Hui's,东辉阁,,,,,,,,,
2494,23835,Customize MaLaTang,夹捡成厨,,,,,,,,,
458,13383,Great Taste Chinese Restaurant,珍馐阁,,,,,,,,,
254,18322,King Mao,毛家村,,,,,,,,,
4017,16011,Kawaii Sushi and Asian Cuisine - Peoria,美食家,,,,,,,,,
3416,21924,Hong Kong Snack House,香港小食,,,,,,,,,
2347,7138,China Moon,明月,,,,,,,,,
2036,13506,Lieu's Chinese Bistro,泰华楼,,,,,,,,,
2198,24543,Peking Tavern,北京楼,,,,,,,,,
1893,18026,Grand Wall Chinese Restaurant,大城,,,,,,,,,
109,559,China Taste,昌旺,,,,,,,,,
735,26341,Hong Kong Garden Restaurant,香港园酒家,,,,,,,,,
3275,20173,Lucky Bento V.I.P. Cuisine,小沈阳,,,,,,,,,
453,30854,Shang Hai,上海,,,,,,,,,
918,17833,Golden China Restaurant,金龙,,,,,,,,,
1319,22191,Peking Palace Restaurant,北京楼,,,,,,,,,
2130,24685,New China,新中国,,,,,,,,,
141,26386,Uncle Yu's at the Vineyard,玉,,,,,,,,,
3051,17464,Moon Star,月星,,,,,,,,,
1376,16104,Peking | Chinese Restaurant,北京,,,,,,,,,
3743,20250,Hometown Chinese Restaurant,君临,,,,,,,,,
2364,13198,King's Wok Chinese Restaurant,东宫,,,,,,,,,
2897,1238,China Star,华星,,,,,,,,,
1323,30795,Golden Bowl Restaurant,金宝,,,,,,,,,
2566,10298,Taste of China,美味宫,,,,,,,,,
1764,19843,Chen Chen Chinese Buffet,陈陈,,,,,,,,,
2913,2050,Wok N Roll,成功,,,,,,,,,
93,16458,Treasure Pot,聚宝居,,,,,,,,,
989,10059,Dim Sum Palace,金满庭粤菜馆,,,,,,,,,
933,30471,China City,旺佳园,,,,,,,,,
3420,22547,Taste of Village Chinese Restaurant,美味村,,,,,,,,,
3938,5450,Golden China Chinese Restaurant,金羊,,,,,,,,,
1244,22947,Ping Pong Chinese Cuisine,喜宴,,,,,,,,,
590,19341,New China Buffet,新中华,,,,,,,,,
42,22978,Momo Bistro,总舖师正宗台菜,,,,,,,,,
2244,896,Empire Szechuan,"帝国
",,,,,,,,,
511,30844,Jade Palace Restaurant,翡翠轩,,,,,,,,,
2749,9341,Ah Law Kitchen,罗,,,,,,,,,
3673,13077,Golden Dragon Restaurant,金龙,,,,,,,,,
2862,23596,Noodology - Irvine,一碗粉,,,,,,,,,
589,22067,Peking Restaurant,北京,,,,,,,,,
1685,29299,China Palace Restaurant,新华,,,,,,,,,
1752,5451,Jackey Cafe,"
成龙海鲜菜馆",,,,,,,,,
1483,18106,Chinese American Restaurant,中美酒楼,,,,,,,,,
1077,3398,Far East,远东,,,,,,,,,
3213,4147,Garden Sea,海园,,,,,,,,,
1699,2620,Chinese Kitchen,华厨,,,,,,,,,
3627,5443,Wok and Roll,珍味楼餐馆,,,,,,,,,
861,28922,Hot Pot Chen,火锅陈,,,,,,,,,
2391,26146,Kang Kang Shau May Restaurant,康康小美,,,,,,,,,
4007,23396,New Shanghai Restaurant,上海,,,,,,,,,
2207,13585,Ocean City Restaurant,海城,,,,,,,,,
3584,12278,Xing's Chef,兴,,,,,,,,,
1479,9633,Ming's Garden,明园,,,,,,,,,
1848,10281,China Jade,长盛,,,,,,,,,
3367,18974,Grand Fortuna,京华,,,,,,,,,
1975,30886,Rice Bowl Chinese Restaurant,饭碗,,,,,,,,,
948,3058,Best BBQ Cantonese Cuisine,来记,,,,,,,,,
503,7819,LaoWu Authentic ShangHai Dumpling,老吴上海小笼,,,,,,,,,
465,2335,New China,新华,,,,,,,,,
530,33070,King's Buffet,皇厨,,,,,,,,,
512,547,Hing Wang Chinese Restaurant,兴旺,,,,,,,,,
2551,12169,Great China,新大华,,,,,,,,,
3966,13342,JAYD BUN,包子面煎饼,,,,,,,,,
962,31432,Googoo's Table,琼龙,,,,,,,,,
2734,24301,Mike's Hong Kong Bistro,"香港楼
",,,,,,,,,
3643,22775,Yan's Garden,添雄楼,,,,,,,,,
762,4339,Taipei Cuisine,台北风味,,,,,,,,,
3946,19118,EggRoll Street,王大,,,,,,,,,
252,10483,Super Kew Garden,皇厨,,,,,,,,,
812,31645,Van Phat Chinese Restaurant,发文,,,,,,,,,
489,29879,Jumbo Buffet,珍宝,,,,,,,,,
392,16164,China Gourmet Longmont,知味坊,,,,,,,,,
2883,13323,China Buffet,天坛,,,,,,,,,
2136,9939,Sing Mee Kitchen,盛美,,,,,,,,,
2801,12344,Golden China,金华,,,,,,,,,
3286,30272,Imperial House Restaurant,颐和园,,,,,,,,,
1351,10445,China King,大宏,,,,,,,,,
3654,715,China Palace Restaurant,中国宫殿,,,,,,,,,
2914,5429,Wokky's,华丽,,,,,,,,,
2951,21892,Taste Of Sichuan Beaverton,四季飘香,,,,,,,,,
2454,25131,San Gabriel,上流食府,,,,,,,,,
3755,22568,Fu House Chinese Food and Sushi,福苑,,,,,,,,,
177,3506,China Village,顺风楼,,,,,,,,,
2542,10978,Bi Kitchen,必厨,,,,,,,,,
72,20551,Panda House,熊猫,,,,,,,,,
3393,22678,Bamboo Garden Restaurant,竹园,,,,,,,,,
580,10299,Grand China,大华,,,,,,,,,
1596,31991,Panda Chinese Restaurant,熊猫,,,,,,,,,
1301,30888,China Garden Restaurant,华园,,,,,,,,,
1429,16507,Bamboo Garden Asian Grille,紫竹林,,,,,,,,,
1540,4933,Easton Lucky Corner,旺角,,,,,,,,,
3467,16248,Mayflower Chinese Cuisine,五月花,,,,,,,,,
2723,14998,Mr. Wong,老黄快餐,,,,,,,,,
2815,25152,Bistro 1968,架势堂,,,,,,,,,
2183,21335,City View Restaurant,景城,,,,,,,,,
1991,25428,Metro Hong Kong Dessert and Milk Tea,地铁站奶茶,,,,,,,,,
3878,6279,Shanghai Chinese Restaurant,上海,,,,,,,,,
907,32642,J & I Chinese Kitchen,翡翠,,,,,,,,,
1560,9546,How May Kitchen,味中味,,,,,,,,,
1004,2883,New Hong Kong Restaurant,香港,,,,,,,,,
95,4477,Number One Taste,聚仙楼,,,,,,,,,
3788,25972,Lee's Chinese Restaurant,李氏餐馆,,,,,,,,,
65,20864,New China,中国,,,,,,,,,
1487,5560,Peking Palace Chinese Restaurant,北京楼,,,,,,,,,
2650,11085,Wok King,华兴,,,,,,,,,
3586,9285,No. 1 Chinese Kitchen,第一,,,,,,,,,
3368,24556,Golden Lake Eatery,金湖酒家,,,,,,,,,
3449,22670,Sichuan Style Restaurant,一品川湘,,,,,,,,,
1441,25839,Yen Yen Chinese Cuisine,欣欣菜馆,,,,,,,,,
456,27366,Wok & Roll,红宝,,,,,,,,,
3712,23480,New Asia,亚洲,,,,,,,,,
2357,8640,Golden Eagle Chinese Restaurant,金鹰,,,,,,,,,
1309,8948,Far East Kitchen,东方,,,,,,,,,
2032,22847,Golden Horse Restaurant,新金马餐馆,,,,,,,,,
1758,19826,Famous Chinese Buffet,美味,,,,,,,,,
2420,27070,China Red,红馆,,,,,,,,,
692,6636,Golden Sea Chinese Restaurant,金海,,,,,,,,,
3572,6338,Chu-Lee Gardens Bradford Chinese Restaurant,朱李园,,,,,,,,,
1026,658,Tree Garden,松园,,,,,,,,,
3791,28827,New China Gourmet,美食,,,,,,,,,
2011,4498,Empire Buffet,帝国,,,,,,,,,
3575,15362,Linh Nam Chinese Restaurant,岭南,,,,,,,,,
3667,24388,New Noodle Garden Taiwanese Cuisine,"
政记牛肉面",,,,,,,,,
925,8763,Great Wall Kitchen,长城,,,,,,,,,
978,6529,Jing Fong,金丰,,,,,,,,,
3316,5143,Great Wall,长城,,,,,,,,,
3872,30651,Great Wall,长城,,,,,,,,,
3177,13513,Little China Restaurant,中,,,,,,,,,
3716,18287,Yummy Yummy Chinese Restaurant,好味,,,,,,,,,
492,4223,China Cafe,中华,,,,,,,,,
3491,7779,Wun Wu Chinese Kitchen,文武,,,,,,,,,
3067,17005,Little Sichuan Cuisine,老熊川菜,,,,,,,,,
417,5431,Lucky Wok,华园,,,,,,,,,
3568,31104,June Heng Restaurant,津香,,,,,,,,,
158,14280,Top's China,第一,,,,,,,,,
3203,27758,Golden Mountain Restaurant,金山楼,,,,,,,,,
1599,9350,China Pavilion,湖南,,,,,,,,,
1243,10507,Tang's Garden,瑭园,,,,,,,,,
68,24667,Chef's Wok,半岛海鲜酒家,,,,,,,,,
3204,1425,First Wok,中餐百佳,,,,,,,,,
2664,3172,Peking Chinese Restaurant,北京,,,,,,,,,
3558,7964,Kosher Chinese Express,高美,,,,,,,,,
3513,6710,Szechuan Express,国亨,,,,,,,,,
3482,15575,Red 8,红粥面,,,,,,,,,
2655,15108,China City Restaurant,华记,,,,,,,,,
1972,17518,Great Wall,长城,,,,,,,,,
3297,28715,J.W. Chen's,静静,,,,,,,,,
2976,6691,Jade Palace Restaurant,翡翠园,,,,,,,,,
1050,6855,Taste King Restaurant,好彩,,,,,,,,,
166,17283,Asia Cafe,亚洲,,,,,,,,,
1710,29720,China buffet,许氏金龙,,,,,,,,,
1956,10360,Panda,熊猫,,,,,,,,,
1650,28766,No 1 Chinese Restaurant,福,,,,,,,,,
3588,27413,Golden China,金国,,,,,,,,,
1228,13426,Ching Tao Restaurant,"青岛酒家
",,,,,,,,,
1856,13370,Super Dragon,江子龙,,,,,,,,,
1966,21678,Eat Time,休闲小站,,,,,,,,,
134,4337,Big Fun Cafe,大茶饭,,,,,,,,,
227,5915,Golden Dragon,中福,,,,,,,,,
3314,32004,Moon Temple Chinese Restaurant,月宫,,,,,,,,,
2972,5744,Red Tea House,新悦,,,,,,,,,
317,16109,Wonderful Bistro,天仁居,,,,,,,,,
1749,28449,GREAT WALL,长城,,,,,,,,,
3549,17689,China Garden Restaurant,"
华园",,,,,,,,,
3464,29752,China Moon Restaurant,"月华饭店
",,,,,,,,,
294,12847,China One,新东庄,,,,,,,,,
1502,5342,Highland China House,华园,,,,,,,,,
3258,18840,China Garden,华园,,,,,,,,,
2097,3372,Camden Island,康利,,,,,,,,,
3166,16593,Golden Dragon Buffet,金龙酒家,,,,,,,,,
2962,20239,China Dragon buffet,中国龙,,,,,,,,,
2791,22595,No. 1 Express,快餐一号,,,,,,,,,
3531,30371,Ming's Garden Chinese Restaurant,明厨,,,,,,,,,
3056,3017,Grand China,中国,,,,,,,,,
271,21231,No 1 Chinese Restaurant,第一,,,,,,,,,
1439,32092,China Buffet,华园,,,,,,,,,
2170,17527,Lee's Asian Fusion,川潮,,,,,,,,,
2158,8570,Goody Restaurant,兴隆,,,,,,,,,
3613,6654,Chen's Garden Chinese Restaurant,宏东,,,,,,,,,
3797,665,Pinang Malaysian restaurant,马来餐馆,,,,,,,,,
499,6625,China House,财源,,,,,,,,,
1007,30858,Chinese Dragon Inc,腾龙阁,,,,,,,,,
3816,5680,Dim Sum House by Jane G's - University City,"江南府
",,,,,,,,,
3402,28486,China House,中国酒楼,,,,,,,,,
2735,9498,Jade Garden,玉满堂,,,,,,,,,
3190,3099,Wang's II Chinese Restaurant,王家园,,,,,,,,,
2321,511,China Garden,华园,,,,,,,,,
2969,20153,China House Chinese Restaurant,明月楼,,,,,,,,,
269,18768,NEW CHINA BUFFET,新龙,,,,,,,,,
272,31774,Wanda's Chinese Kitchen,万达楼,,,,,,,,,
3697,7612,China Palace Restaurant,聚丰园,,,,,,,,,
732,31275,Uncle Mao's Chinese Restaurant,真光,,,,,,,,,
731,6176,Full House,聚满楼,,,,,,,,,
1915,9421,YANHUANG Gourmet,炎黄美食,,,,,,,,,
103,4695,Mandarin Restaurant,华明,,,,,,,,,
508,15992,Beijing Buffet,北京,,,,,,,,,
852,22513,Dew Drop Inn,京露,,,,,,,,,
3489,15800,Chou's Kitchen,东北小厨,,,,,,,,,
2843,13105,New China Chinese Restaurant,新中国,,,,,,,,,
2356,8017,Ming's Garden,怡明园,,,,,,,,,
2034,12840,Neuse River Chinese Restaurant,香港,,,,,,,,,
2988,24216,HE&C Tea + Pot,和牛花园,,,,,,,,,
3055,15955,China Grand Buffet,重云,,,,,,,,,
1941,2242,Ho Ho Choy Chinese Restaurant,好彩,,,,,,,,,
837,19854,Panda Palace,熊城,,,,,,,,,
