,sample_id,national_id,English_Name,Chinese_Name,Personal_Name,Specialty,Positivity,Culture,Location,Ambiance,Pun_Creative,Romanized,Relationship
97,2541.0,13771.0,China Wok,中城,0,1,0,0,1,0,0,0,0
98,399.0,11884.0,South of the Clouds,云之南,0,0,0,0,1,0,0,0,0
99,3098.0,13745.0,China Kitchen,华厨,0,0,0,0,1,1,0,0,0
100,3080.0,29775.0,China House,京城,0,0,0,0,1,1,0,0,0
101,1642.0,26428.0,Tofu King,"臭豆腐大王
",0,1,1,0,0,0,0,0,0
102,2997.0,16270.0,Golden Ocean Chinese Restaurant,金海湾,0,0,1,0,1,0,0,0,0
103,1151.0,228.0,Great Wall Chinese Restaurant,长城,0,0,0,1,1,0,0,0,0
104,1459.0,30826.0,Twin Dragon,双龙,0,0,0,1,0,0,0,0,0
105,2568.0,17093.0,China Wok,中国锅,0,1,0,0,1,0,0,0,0
106,797.0,21168.0,Hunan Express,湖南,0,0,0,0,1,0,0,0,0
107,2936.0,632.0,CHINA DELIGHT CHINESE FOOD,中华,0,0,1,0,1,0,0,0,0
108,2794.0,19531.0,Family Garden Chinese Restaurant,"
家园",0,0,0,0,1,1,0,0,1
109,2630.0,15528.0,Sunflower Asian Cafe,扬州馆,0,0,0,0,1,0,0,0,0
110,1498.0,30099.0,Lin's Garden,林园,1,0,0,0,0,1,0,0,0
111,2091.0,21930.0,Yummy House,美味居,0,0,1,0,0,1,0,0,0
112,3855.0,10072.0,Jing Fong,金丰酒家,0,0,0,0,0,0,0,1,0
113,3895.0,6874.0,Taste King,华冠,0,0,1,0,0,0,0,0,0
114,2469.0,17450.0,Hunan,湖南,0,0,0,0,1,0,0,0,0
115,1690.0,618.0,China Wok,昌兴,0,1,0,0,1,0,0,0,0
116,2516.0,5437.0,Great Wall Szechuan House,长城,0,0,0,1,1,1,0,0,0
117,301.0,21801.0,J'S RAILROAD CAFE,万祥,1,0,0,0,0,1,0,0,0
118,3440.0,582.0,Dragon Cuisine,龙之味,0,0,0,1,0,0,0,0,0
119,2002.0,24242.0,Peach Garden,桃园村,0,0,0,0,0,1,0,0,0
120,142.0,27496.0,China Wok,松竹楼餐馆,0,1,0,0,1,0,0,0,0
121,2964.0,0.0,Happy Wok,快乐餐馆,0,1,1,0,0,0,0,0,0
122,3896.0,21148.0,China Garden of Tunica,中国酒家,0,0,0,0,1,1,0,0,0
123,1785.0,616.0,King Buffet,帝苑,0,1,1,0,0,0,0,0,0
124,181.0,22063.0,China Buffet,食,0,1,0,0,1,0,0,0,0
125,2643.0,17167.0,Asia Kitchen,福临门,0,0,0,0,1,1,0,0,0
126,362.0,32394.0,Five Star China Garden,华园,0,0,1,0,1,1,0,0,0
127,1909.0,22005.0,Northern Cafe,颐丰园,0,0,0,0,1,1,0,0,0
128,3173.0,6700.0,Be Happy Chinese Restaurant,大家乐,0,0,1,0,1,0,0,0,0
129,1567.0,17899.0,Cheng's Garden,陈家园,1,0,0,0,0,1,0,0,0
130,2225.0,22244.0,Frying Fish,沸腾渔乡,0,1,0,0,0,0,0,0,0
131,3253.0,2497.0,Sunflower,日升,0,0,0,0,0,0,0,0,0
132,3522.0,16581.0,Chinese Kitchen,"华厨快餐
",0,0,0,0,1,1,0,0,0
133,146.0,808.0,Yummy House Gainesville,美食轩,0,0,1,0,1,1,0,0,0
134,1101.0,2420.0,Taste of China,乐园,0,0,0,0,1,0,0,0,0
135,2585.0,18973.0,Taste of China,中味餐厅,0,0,0,0,1,0,0,0,0
136,3477.0,23461.0,Red Panda Kit,上海人家,0,0,0,1,0,0,0,0,0
137,1784.0,3434.0,Yeung's,杨城楼,1,0,0,0,0,0,0,0,0
138,3455.0,14942.0,Asian BBQ & Noodle,松记烧腊车仔面,0,1,0,0,1,0,0,0,0
139,1591.0,24959.0,Noodle or Rice,面饭世家,0,1,0,0,0,0,0,0,0
140,3137.0,24128.0,New Flavors,新口味,0,0,0,0,0,0,0,0,0
141,984.0,28983.0,Tsou's Place,邹,1,0,0,0,0,1,0,0,0
142,706.0,33022.0,Kung Po Buffet,宫宝,0,1,0,0,0,0,0,1,0
143,2945.0,21816.0,China Gourmet,中华饭店,0,0,1,0,1,0,0,0,0
144,534.0,7773.0,Happy Palace,乐宫,0,0,1,0,0,1,0,0,0
145,2273.0,16971.0,Master Wok,师傅锅,0,1,1,0,0,0,0,0,0
146,745.0,6093.0,Bo Wah Restaurant,宝华,0,0,0,0,0,0,0,1,0
147,1419.0,14202.0,Fu Jian Chinese Restaurant,富健,0,0,0,0,1,0,0,1,0
148,1021.0,31060.0,Silver Lake Chinese Restaurant,银湖,0,0,0,0,1,0,0,0,0
149,3617.0,21346.0,Lin's Kitchen,林,1,0,0,0,0,1,0,0,0
150,343.0,23468.0,Rice Garden Anchorage,丽苑,0,1,0,0,0,1,0,0,0
151,662.0,25464.0,Hot Wok Cafe,禾轩,0,1,0,0,0,1,0,0,0
152,2093.0,13429.0,Chong Qing House,重庆山庄,0,0,0,0,1,1,0,0,0
153,5.0,3208.0,Number One Chinese Restaurant,皇宫,0,0,1,0,1,0,0,0,0
154,847.0,5402.0,Little Bamboo Chinese Restaurant,竹轩,0,0,0,1,1,0,0,0,0
155,2973.0,28696.0,Great Wall,长城,0,0,0,1,0,0,0,0,0
156,1988.0,22660.0,Dumpling Kitchen,一品包饺王,0,1,0,0,0,1,0,0,0
157,3923.0,28135.0,Asian Star,亚洲星,0,0,1,0,1,0,0,0,0
158,2319.0,30667.0,New Fresh Wok,清香楼,0,1,1,0,0,0,0,0,0
159,1620.0,5675.0,Yang China House,杨家园,1,0,0,0,1,1,0,0,0
160,335.0,22089.0,Reng Hua,荣华,0,0,0,0,0,0,0,1,0
161,3560.0,23876.0,Golden Grill On the Bay,金龙湾,0,1,1,0,1,0,0,0,0
162,140.0,340.0,Ming Garden Chinese Restaurant,明园,1,0,0,0,1,1,0,0,0
163,1095.0,31759.0,CHI Family Restaurant,真善美,1,0,0,0,0,1,0,0,1
164,1871.0,29557.0,Peking Kitchen,日升,0,0,0,0,1,1,0,0,0
165,3590.0,9260.0,Changle Xin Fan Zhuang,松柏园,0,0,0,0,0,0,0,1,0
166,559.0,2653.0,Mr. Wonton,长江,0,1,0,0,0,0,1,0,0
167,3247.0,29098.0,Jade Tiki Chinese Restaurant,翠宫,0,0,1,0,1,0,0,0,0
168,3337.0,14590.0,Wei's Garden,吉园,1,0,0,0,0,1,0,0,0
169,81.0,16596.0,Won Won Wok,旺旺,0,1,0,0,0,0,1,0,0
170,3720.0,13692.0,Chinese Express,金门,0,0,0,0,1,0,0,0,0
171,3169.0,15838.0,Golden Bridge Chinese Restaurant,金桥,0,0,1,0,1,0,0,0,0
172,162.0,27932.0,HONG KONG RESTAURANT,香港酒家,0,0,0,0,1,0,0,0,0
173,562.0,17197.0,New Asia Restaurant,亚洲,0,0,0,0,1,0,0,0,0
174,2965.0,21329.0,House of Nanking,南京小馆,0,0,0,0,1,1,0,0,0
175,3997.0,4989.0,Tao's Asian Cuisine,陶,1,0,0,0,1,0,0,0,0
176,111.0,26874.0,Tasty Delight,厨之味,0,0,1,0,0,0,0,0,0
177,1732.0,9663.0,Great China Kitchen,"
华美",0,0,1,0,1,1,0,0,0
178,1537.0,22499.0,On Dong Chinese Restaurant,安东饭店,0,0,0,0,1,0,0,1,0
179,1726.0,22491.0,Lee Ho Fook Restaurant,"
利口福饭店",0,0,0,0,0,0,0,1,0
180,2584.0,28417.0,Hong Kong Restaurant,香港,0,0,0,0,1,0,0,0,0
181,1014.0,24359.0,Golden Palace Seafood Restaurant,大鸿运酒楼,0,1,1,0,0,1,0,0,0
182,1320.0,15753.0,Mandarin Pine Restaurant,双华,0,0,0,0,1,0,0,0,0
183,2795.0,22623.0,Cozy Cafe,"大锅大卤味
",0,0,1,0,0,1,0,0,0
184,3488.0,32968.0,China Taste,美味,0,0,0,0,1,0,0,0,0
185,113.0,17220.0,China Harbor,中港城,0,0,0,0,1,1,0,0,0
186,552.0,3229.0,Great Wall,长城,0,0,0,1,0,0,0,0,0
187,3259.0,11094.0,Hunan House,湘水山庄,0,0,0,0,1,1,0,0,0
188,820.0,12735.0,New China,新中国,0,0,0,0,1,0,0,0,0
189,577.0,7704.0,Hunan Wok,湖南,0,1,0,0,1,0,0,0,0
190,1571.0,16749.0,Peking Garden Asian Cuisine,"
京园",0,0,0,0,1,1,0,0,0
191,3703.0,9193.0,Great Taste of Maple Shade Llc,强兴,0,0,1,0,0,0,0,0,0
192,1282.0,27324.0,Hong Kong Chinese Restaurant,香港,0,0,0,0,1,0,0,0,0
193,1168.0,6244.0,Dim Sum Court,苑,0,1,0,0,0,1,0,0,0
194,379.0,33158.0,Jade Palace Restaurant,玉宫,0,0,1,0,0,1,0,0,0
195,71.0,14864.0,City Lights of China,乐意饭店,0,0,0,0,1,0,0,0,0
196,3507.0,13096.0,New Sichuan,小四川,0,0,0,0,1,0,0,0,0
197,2201.0,14406.0,Peking Pavilion,玉亭,0,0,0,0,1,1,0,0,0
198,3659.0,4320.0,Lili's Restaurant,西安,1,0,0,0,0,0,0,0,0
199,1390.0,21604.0,Big Lantern,大灯笼,0,0,0,1,0,0,0,0,0
200,3047.0,29933.0,CHINA HOUSE,中华园,0,0,0,0,1,1,0,0,0
201,2443.0,1928.0,Shang Hai,上海,0,0,0,0,1,0,0,0,0
202,921.0,6743.0,Moy Fong Restaurant,梅芳,0,0,0,0,0,0,0,1,0
203,869.0,24451.0,Lin's Asian Bistro,林家园,1,0,0,0,1,1,0,0,0
204,2254.0,29617.0,House Of Chen,陈园,1,0,0,0,0,1,0,0,0
205,3862.0,5751.0,China Taste Restaurant,三多,0,0,0,0,1,0,0,0,0
206,1796.0,5486.0,Mayflower Chinese Carryout,五月花,0,0,0,1,1,0,0,0,0
207,1550.0,17294.0,Chen Z Noodle House,陈氏餐厅,1,1,0,0,0,1,0,0,0
208,236.0,5480.0,Hunan Dynasty,皇朝饭店,0,0,1,0,1,0,0,0,0
209,2488.0,3509.0,Bao Bao Dumpling House,包宝,0,1,0,0,0,0,0,1,0
210,202.0,2636.0,China Star,华星,0,0,1,0,1,0,0,0,0
211,308.0,30528.0,Keng's Chow Mein,金玉楼,1,1,0,0,0,0,0,0,0
212,1292.0,30897.0,China Star,福,0,0,1,0,1,0,0,0,0
213,2092.0,30078.0,Wong's Wok,寿,1,1,0,0,0,0,0,0,0
214,1052.0,586.0,Kampo Garden,金宝园,0,0,0,0,0,1,0,1,0
215,1113.0,3720.0,Eastern 88 Chinese Restaurant,东都,0,0,1,0,1,0,0,0,0
216,3294.0,6329.0,Chopstick Asian Cuisine,陆羽轩,0,0,0,1,1,0,0,0,0
217,455.0,29974.0,Rong Hua,荣华,0,0,0,0,0,0,0,1,0
218,1311.0,16002.0,Mandarin Dynasty,福隆酒家,0,0,1,0,1,0,0,0,0
219,1631.0,7749.0,Hop Hing Chinese Restaurant,合兴,0,0,0,0,1,0,0,1,0
220,2376.0,31900.0,Northern Cuisine,北味轩,0,0,0,0,1,0,0,0,0
221,3605.0,22496.0,Chengdu Taste,滋味成都,0,0,0,0,1,0,0,0,0
222,3380.0,4660.0,Wing's Kitchen,小南阁,1,0,0,0,0,1,0,0,0
223,2105.0,26500.0,Chef Chao Restaurant,喜来登,1,0,1,0,0,0,0,0,0
224,2071.0,10167.0,Foo On,福安,0,0,0,0,0,0,0,1,0
225,3281.0,17317.0,Cuisine Of China,龙园,0,0,0,0,1,0,0,0,0
226,3013.0,10222.0,King Wok Chinese Food,金华,0,1,1,0,1,0,0,0,0
227,3518.0,22111.0,Happy Sheep Hot Pot,小肥羊,0,1,1,0,0,0,0,0,0
228,831.0,22701.0,Acc Chinese Fast Food,中国小吃,0,0,0,0,1,0,0,0,0
229,3805.0,5556.0,New No 1,第一,0,0,1,0,0,0,0,0,0
230,3481.0,10555.0,New Main Moons,明月,0,0,0,0,0,0,0,0,0
231,3854.0,24266.0,E @ Cup,一张嘴,0,0,0,0,0,0,1,0,0
232,1594.0,28709.0,Mandarin House,富贵楼,0,0,0,0,1,1,0,0,0
233,1341.0,306.0,Pearl East,东海楼,0,0,1,0,1,0,0,0,0
234,941.0,16699.0,Cody Hong Kong Chinese Restaurant,香港,1,0,0,0,1,0,0,0,0
235,3622.0,28470.0,Gourmet House,"
美味城",0,0,1,0,0,1,0,0,0
236,816.0,13293.0,Ming Moon Chinese Restaurant,来来,0,0,0,0,1,0,0,0,0
237,1882.0,6666.0,Hung Tao,鸿涛,0,0,0,0,0,0,0,1,0
238,472.0,5449.0,Full Kee,富记,0,0,0,0,0,0,0,1,0
239,2017.0,12019.0,Simply Noodles,面,0,1,0,0,0,0,0,0,0
240,1153.0,11394.0,Good Chinese,谷,0,0,1,0,1,0,0,0,0
241,2621.0,10872.0,Red Tiger Dumpling House,"红虎饺子坊
",0,1,0,0,0,1,0,0,0
242,1171.0,9579.0,Green Tea Chinese,绿茶,0,0,0,1,1,0,0,0,0
243,278.0,19171.0,Royal Inn Oriental Cuisine,帝苑,0,0,1,0,1,1,0,0,0
244,3140.0,29338.0,Asian Grille Buffet,亚洲,0,1,0,0,1,0,0,0,0
245,497.0,24819.0,Joy Kitchen,翠香,0,0,1,0,0,1,0,0,0
246,620.0,18297.0,China Palace Restaurant,"汉宫酒家
",0,0,0,0,1,1,0,0,0
247,491.0,23477.0,Imperial Palace Restaurant,皇帝,0,0,1,0,0,1,0,0,0
248,1176.0,13991.0,Beijing Kitchen,北京厨房,0,0,0,0,1,1,0,0,0
249,3980.0,5365.0,Xiao Fei's Buffet,晓菲,1,1,0,0,0,0,0,0,0
250,1298.0,28332.0,New China Tea Garden Chop Suey,新茶园,0,1,0,1,1,1,0,0,0
251,1945.0,3619.0,Peking Court,北京阁,0,0,0,0,1,1,0,0,0
252,3820.0,5276.0,Ming Cheng,明城,0,0,0,0,0,0,0,1,0
253,1148.0,16570.0,Chin's Cafe,陈氏餐馆,0,0,0,0,0,0,0,0,0
254,1442.0,30845.0,New Asian Express,美味中国,0,0,0,0,1,0,0,0,0
255,2787.0,30964.0,Red Sun,红日,0,0,1,0,0,0,0,0,0
256,86.0,9921.0,China Pavillion,厨王,0,0,0,0,1,1,0,0,0
257,1123.0,19229.0,Woks it 2 U,爱福奉和,0,1,0,0,0,0,1,0,0
258,1099.0,30806.0,China Moon Restaurant,明月,0,0,0,0,1,0,0,0,0
259,1534.0,701.0,China City,正茂,0,0,0,0,1,1,0,0,0
260,609.0,7380.0,China Wok II,华园,0,1,0,0,1,0,0,0,0
261,3841.0,30849.0,Wonderful House,满福,0,0,1,0,0,1,0,0,0
262,1861.0,22631.0,Tofu King,臭豆腐大王,0,1,1,0,0,0,0,0,0
263,1585.0,33261.0,Mr. Hui's,东辉阁,1,0,0,0,0,0,0,0,0
264,2494.0,23835.0,Customize MaLaTang,夹捡成厨,0,1,0,0,0,0,0,0,0
265,458.0,13383.0,Great Taste Chinese Restaurant,珍馐阁,0,0,1,0,1,0,0,0,0
266,254.0,18322.0,King Mao,毛家村,1,0,1,0,0,0,0,0,0
267,4017.0,16011.0,Kawaii Sushi and Asian Cuisine - Peoria,美食家,0,1,0,0,1,0,0,0,0
268,3416.0,21924.0,Hong Kong Snack House,香港小食,0,1,0,0,1,1,0,0,0
269,2347.0,7138.0,China Moon,明月,0,0,0,0,1,0,0,0,0
270,2036.0,13506.0,Lieu's Chinese Bistro,泰华楼,1,0,0,0,1,1,0,0,0
271,2198.0,24543.0,Peking Tavern,北京楼,0,0,0,0,1,1,0,0,0
272,1893.0,18026.0,Grand Wall Chinese Restaurant,大城,0,0,0,1,1,0,0,0,0
273,109.0,559.0,China Taste,昌旺,0,0,0,0,1,0,0,0,0
274,735.0,26341.0,Hong Kong Garden Restaurant,香港园酒家,0,0,0,0,1,0,0,0,0
275,3275.0,20173.0,Lucky Bento V.I.P. Cuisine,小沈阳,0,1,1,0,0,0,0,0,0
276,453.0,30854.0,Shang Hai,上海,0,0,0,0,1,0,0,0,0
277,918.0,17833.0,Golden China Restaurant,金龙,0,0,1,0,1,0,0,0,0
278,1319.0,22191.0,Peking Palace Restaurant,北京楼,0,0,0,0,1,1,0,0,0
279,2130.0,24685.0,New China,新中国,0,0,0,0,1,0,0,0,0
280,141.0,26386.0,Uncle Yu's at the Vineyard,玉,1,0,0,0,0,1,0,0,1
281,3051.0,17464.0,Moon Star,月星,0,0,1,0,0,0,0,0,0
282,1376.0,16104.0,Peking | Chinese Restaurant,北京,0,0,0,0,1,0,0,0,0
283,3743.0,20250.0,Hometown Chinese Restaurant,君临,0,0,0,0,1,1,0,0,1
284,2364.0,13198.0,King's Wok Chinese Restaurant,东宫,0,1,1,0,1,0,0,0,0
285,2897.0,1238.0,China Star,华星,0,0,1,0,1,0,0,0,0
286,1323.0,30795.0,Golden Bowl Restaurant,金宝,0,0,1,0,0,0,0,0,0
287,2566.0,10298.0,Taste of China,美味宫,0,0,0,0,1,0,0,0,0
288,1764.0,19843.0,Chen Chen Chinese Buffet,陈陈,1,0,0,0,1,0,0,0,0
289,2913.0,2050.0,Wok N Roll,成功,0,1,0,0,0,0,1,0,0
290,93.0,16458.0,Treasure Pot,聚宝居,0,1,1,0,0,0,0,0,0
291,989.0,10059.0,Dim Sum Palace,金满庭粤菜馆,0,1,0,0,0,1,0,0,0
292,933.0,30471.0,China City,旺佳园,0,0,0,0,1,1,0,0,0
293,3420.0,22547.0,Taste of Village Chinese Restaurant,美味村,0,0,0,0,1,0,0,0,0
294,3938.0,5450.0,Golden China Chinese Restaurant,金羊,0,0,1,0,1,0,0,0,0
295,1244.0,22947.0,Ping Pong Chinese Cuisine,喜宴,0,0,0,1,1,0,0,0,0
296,590.0,19341.0,New China Buffet,新中华,0,1,0,0,1,0,0,0,0
297,42.0,22978.0,Momo Bistro,总舖师正宗台菜,0,1,0,0,0,1,0,0,0
298,2244.0,896.0,Empire Szechuan,"帝国
",0,0,1,0,1,0,0,0,0
299,511.0,30844.0,Jade Palace Restaurant,翡翠轩,0,0,1,0,0,1,0,0,0
300,2749.0,9341.0,Ah Law Kitchen,罗,1,0,0,0,0,1,0,1,0
301,3673.0,13077.0,Golden Dragon Restaurant,金龙,0,0,1,1,0,0,0,0,0
302,2862.0,23596.0,Noodology - Irvine,一碗粉,0,0,0,0,1,0,0,0,0
303,589.0,22067.0,Peking Restaurant,北京,0,0,0,0,1,0,0,0,0
304,1685.0,29299.0,China Palace Restaurant,新华,0,0,0,0,1,1,0,0,0
305,1752.0,5451.0,Jackey Cafe,"
成龙海鲜菜馆",1,0,0,0,0,1,0,0,0
306,1483.0,18106.0,Chinese American Restaurant,中美酒楼,0,0,0,0,1,0,0,0,0
307,1077.0,3398.0,Far East,远东,0,0,0,0,1,0,0,0,0
308,3213.0,4147.0,Garden Sea,海园,0,0,0,0,0,1,0,0,0
309,1699.0,2620.0,Chinese Kitchen,华厨,0,0,0,0,1,1,0,0,0
